,gbifKey
36207,3080895
36208,3153178
36209,3155089
36210,3169498
36211,3176392
36212,3189938
36213,3190855
36214,3232591
36215,3568901
36216,3576917
36217,3679257
36218,3699312
36219,3702599
36220,3712115
36221,3712969
36222,3714278
36223,3722078
36224,3722849
36225,3743493
36226,3747434
36227,3780499
36228,3785855
36229,3788744
36230,3792770
36231,3835619
36232,3840496
36233,3855676
36234,3886369
36235,3890755
36236,3896372
36237,3937074
36238,3970363
36239,4004665
36240,4011062
36241,4015036
36242,4019068
36243,4020260
36244,4020674
36245,4027130
36246,4031193
36247,4051123
36248,4071319
36249,4083625
36250,4093868
36251,4105598
36252,4158074
36253,4162065
36254,4172145
36255,4176887
36256,4184624
36257,4186106
36258,4209593
36259,4257134
36260,4909087
36261,5301940
36262,5305520
36263,5321298
36264,5324301
36265,5325167
36266,5327727
36267,5329272
36268,5332623
36269,5353550
36270,5371679
36271,5406784
36272,5415359
36273,5417813
36274,5419204
36275,5421346
36276,5538978
36277,5539213
36278,5558481
36279,5564892
36280,5564983
36281,5571859
36282,5579586
36283,5591479
36284,5594308
36285,5613567
36286,5636063
36287,5648515
36288,5659031
36289,5668503
36290,5682262
36291,6297236
36292,6308436
36293,6319200
36294,7126854
36295,7223821
36296,7227758
36297,7229062
36298,7265924
36299,7291589
36300,7298712
36301,7308092
36302,7308656
36303,7324214
36304,7330115
36305,7335423
36306,7349606
36307,7480784
36308,7553516
36309,7622518
36310,7627029
36311,7775373
36312,7794632
36313,7801198
36314,7806106
36315,7811291
36316,7844167
36317,7916311
36318,7919007
36319,7933136
36320,7955546
36321,7988282
36322,8014780
36323,8123594
36324,8380251
36325,8666538
36326,9182163
36327,9526352
36328,9554377
36329,11079036
36330,11400748
36331,4492
36332,6688
36333,6721
36334,2650554
36335,2650614
36336,2661427
36337,2671438
36338,2671700
36339,2676975
36340,2687812
36341,2703625
36342,2704740
36343,2708824
36344,2712379
36345,2758911
36346,2763910
36347,2781972
36348,2788985
36349,2789500
36350,2790246
36351,2805451
36352,2815191
36353,2818620
36354,2818963
36355,2845193
36356,2846151
36357,2868022
36358,2873486
36359,2883363
36360,2884335
36361,2888728
36362,2895393
36363,2895715
36364,2905791
36365,2909898
36366,2911623
36367,2942687
36368,2953439
36369,2953849
36370,2968474
36371,3024832
36372,3038804
36373,3076744
36374,3120828
36375,3156868
36376,3176325
36377,3186360
36378,3188444
36379,3588705
36380,3590397
36381,3590825
36382,3606053
36383,3606564
36384,3616700
36385,3621265
36386,3684230
36387,3684450
36388,3712034
36389,3720821
36390,3749582
36391,3752135
36392,3799136
36393,3823733
36394,3852489
36395,3864503
36396,3866564
36397,3878174
36398,3888998
36399,3890306
36400,3994141
36401,4047017
36402,4053876
36403,4073690
36404,4081055
36405,4106562
36406,4120042
36407,4161857
36408,4179891
36409,4189561
36410,4196947
36411,4257745
36412,4257877
36413,4261697
36414,5280057
36415,5295361
36416,5304565
36417,5305656
36418,5306219
36419,5312645
36420,5316659
36421,5329420
36422,5329702
36423,5340272
36424,5340917
36425,5361760
36426,5383504
36427,5419463
36428,5421363
36429,5529675
36430,5564943
36431,5592051
36432,5592704
36433,5601080
36434,5609967
36435,5613780
36436,5635834
36437,5636012
36438,5649493
36439,5669306
36440,5671121
36441,5940277
36442,5942847
36443,7262472
36444,7317566
36445,7321153
36446,7428528
36447,7442148
36448,7447709
36449,7454687
36450,7539409
36451,7567444
36452,7665323
36453,7705081
36454,7766827
36455,7849924
36456,7855417
36457,7864667
36458,7938268
36459,7948012
36460,8031852
36461,8162246
36462,8226801
36463,8321003
36464,8337227
36465,8674370
36466,8858691
36467,8875183
36468,9025969
36469,9053436
36470,9459191
36471,9566564
36472,9600488
36473,11323371
36474,11334471
36475,2642861
36476,2650927
36477,2659089
36478,2669802
36479,2680364
36480,2680791
36481,2680917
36482,2700604
36483,2710804
36484,2739344
36485,2754476
36486,2764666
36487,2788584
36488,2802203
36489,2805600
36490,2811375
36491,2843287
36492,2844249
36493,2844415
36494,2846785
36495,2874157
36496,2886713
36497,2902349
36498,2902393
36499,2912103
36500,2922917
36501,2943721
36502,2944680
36503,2952319
36504,2953618
36505,2974606
36506,2985994
36507,3033378
36508,3057197
36509,3062566
36510,3073793
36511,3081548
36512,3083443
36513,3084964
36514,3153949
36515,3154642
36516,3156532
36517,3156970
36518,3157303
36519,3157923
36520,3158389
36521,3169676
36522,3170437
36523,3172882
36524,3189396
36525,3190712
36526,3229380
36527,3230006
36528,3577125
36529,3590043
36530,3623808
36531,3702027
36532,3713924
36533,3750808
36534,3751912
36535,3777075
36536,3781909
36537,3824058
36538,3837272
36539,3856097
36540,3857594
36541,3858477
36542,3936975
36543,3986992
36544,3994382
36545,4002214
36546,4020604
36547,4032285
36548,4069606
36549,4080406
36550,4096576
36551,4097097
36552,4107928
36553,4165372
36554,4169353
36555,4246252
36556,5280393
36557,5280967
36558,5282797
36559,5286040
36560,5292701
36561,5305582
36562,5306199
36563,5315488
36564,5338273
36565,5378531
36566,5383747
36567,5387821
36568,5395625
36569,5395701
36570,5397851
36571,5413733
36572,5415669
36573,5421127
36574,5529849
36575,5532848
36576,5549780
36577,5558672
36578,5559422
36579,5567288
36580,5570937
36581,5571107
36582,5576622
36583,5597184
36584,5597463
36585,5660395
36586,6709558
36587,7071436
36588,7305912
36589,7314357
36590,7364466
36591,7449216
36592,7479084
36593,7645959
36594,7698870
36595,7738375
36596,7765340
36597,7773216
36598,7784544
36599,7808904
36600,7845120
36601,7904570
36602,7908733
36603,7984704
36604,8041955
36605,8128203
36606,8155620
36607,8175271
36608,8182507
36609,8215973
36610,8246858
36611,8268363
36612,8318567
36613,8339940
36614,8344965
36615,8385989
36616,8475745
36617,9312613
36618,9342030
36619,9461502
36620,10905269
36621,11675021
36622,408
36623,2659392
36624,2662756
36625,2666534
36626,2669840
36627,2676155
36628,2682523
36629,2705650
36630,2714162
36631,2739160
36632,2739287
36633,2757204
36634,2762705
36635,2783227
36636,2789011
36637,2795164
36638,2795457
36639,2795537
36640,2798002
36641,2809032
36642,2811402
36643,2813910
36644,2815974
36645,2836014
36646,2843083
36647,2843728
36648,2868560
36649,2869163
36650,2874605
36651,2895952
36652,2899786
36653,2909315
36654,2942065
36655,2945015
36656,2951934
36657,2963758
36658,2980584
36659,3033959
36660,3035134
36661,3038959
36662,3075623
36663,3076276
36664,3119239
36665,3133927
36666,3152072
36667,3154093
36668,3154527
36669,3183657
36670,3588713
36671,3604851
36672,3606920
36673,3615450
36674,3623456
36675,3643121
36676,3648768
36677,3662066
36678,3675531
36679,3745793
36680,3753337
36681,3777204
36682,3852525
36683,3867641
36684,3874892
36685,3877944
36686,3894823
36687,4015244
36688,4016417
36689,4031560
36690,4034245
36691,4070679
36692,4096996
36693,4096998
36694,4116835
36695,4123319
36696,4141006
36697,4161932
36698,4169646
36699,4172734
36700,4181133
36701,4199637
36702,4258375
36703,4272051
36704,4930687
36705,5303099
36706,5316308
36707,5317163
36708,5319341
36709,5322828
36710,5325209
36711,5329997
36712,5334064
36713,5337041
36714,5341168
36715,5351128
36716,5354029
36717,5529335
36718,5542208
36719,5558669
36720,5567320
36721,5569824
36722,5572213
36723,5613528
36724,5642074
36725,5648179
36726,5652870
36727,5655621
36728,5669083
36729,5930820
36730,5947024
36731,7276807
36732,7287853
36733,7313789
36734,7318846
36735,7333825
36736,7398989
36737,7435227
36738,7474925
36739,7618125
36740,7635925
36741,7677183
36742,7747156
36743,7774469
36744,7799958
36745,7926636
36746,7963592
36747,7997631
36748,8090756
36749,8123923
36750,8243188
36751,8349498
36752,8367149
36753,8381679
36754,8385970
36755,8411763
36756,8428803
36757,9224661
36758,9325139
36759,9347385
36760,9510454
36761,9740349
36762,10710807
36763,10781373
36764,6675
36765,2670202
36766,2676970
36767,2688965
36768,2705665
36769,2706171
36770,2712866
36771,2713455
36772,2722141
36773,2729886
36774,2732482
36775,2733711
36776,2736591
36777,2757737
36778,2759786
36779,2759904
36780,2789358
36781,2794922
36782,2803001
36783,2811384
36784,2815157
36785,2815370
36786,2836013
36787,2844065
36788,2845741
36789,2853022
36790,2874846
36791,2883308
36792,2883558
36793,2889013
36794,2893233
36795,2899934
36796,2904184
36797,2905496
36798,2906277
36799,2949235
36800,2967622
36801,3036801
36802,3037199
36803,3038949
36804,3060553
36805,3073933
36806,3075183
36807,3079991
36808,3082774
36809,3153114
36810,3154216
36811,3154557
36812,3158318
36813,3172915
36814,3173029
36815,3177179
36816,3183746
36817,3183982
36818,3233671
36819,3575051
36820,3605608
36821,3608754
36822,3648035
36823,3669658
36824,3679056
36825,3683361
36826,3708966
36827,3727320
36828,3751003
36829,3785118
36830,3852013
36831,3866618
36832,3867621
36833,3918309
36834,3976993
36835,3987963
36836,4001880
36837,4010279
36838,4024805
36839,4029035
36840,4032205
36841,4068385
36842,4070785
36843,4080289
36844,4081530
36845,4081963
36846,4091801
36847,4097359
36848,4099555
36849,4107872
36850,4123616
36851,4135388
36852,4150739
36853,4159559
36854,4166565
36855,4168537
36856,4173478
36857,4180451
36858,4184116
36859,4190613
36860,4191567
36861,4196885
36862,4224964
36863,4276911
36864,4277778
36865,5274155
36866,5282104
36867,5289620
36868,5302518
36869,5314982
36870,5315909
36871,5316227
36872,5323517
36873,5332950
36874,5341167
36875,5357478
36876,5406688
36877,5407337
36878,5414566
36879,5524462
36880,5533350
36881,5558664
36882,5579587
36883,5587929
36884,5591605
36885,5592847
36886,5599546
36887,5602458
36888,5636248
36889,5636599
36890,5672758
36891,5939147
36892,6365622
36893,6388071
36894,7269372
36895,7286485
36896,7289293
36897,7310642
36898,7321913
36899,7327335
36900,7355034
36901,7388319
36902,7408889
36903,7481902
36904,7537340
36905,7573155
36906,7600863
36907,7649706
36908,7714252
36909,7757392
36910,7764014
36911,7830670
36912,7838868
36913,7847256
36914,7889487
36915,7938769
36916,8218831
36917,8246895
36918,8260970
36919,8294054
36920,8342875
36921,8372753
36922,8394325
36923,9045714
36924,9072621
36925,9270855
36926,9338515
36927,9375255
36928,9453928
36929,9543179
36930,9757006
36931,11017650
36932,6719
36933,2653091
36934,2670222
36935,2673139
36936,2678618
36937,2680338
36938,2681044
36939,2689411
36940,2702910
36941,2704523
36942,2705782
36943,2708128
36944,2710153
36945,2715045
36946,2733729
36947,2739594
36948,2755128
36949,2756730
36950,2762717
36951,2762720
36952,2763003
36953,2766811
36954,2812934
36955,2814885
36956,2815129
36957,2815562
36958,2815983
36959,2825152
36960,2843201
36961,2845917
36962,2869159
36963,2874014
36964,2941623
36965,2948575
36966,2978155
36967,3054227
36968,3061355
36969,3080829
36970,3114400
36971,3130899
36972,3154691
36973,3182920
36974,3182972
36975,3186011
36976,3190407
36977,3568619
36978,3593332
36979,3605479
36980,3608880
36981,3615926
36982,3626676
36983,3643676
36984,3644255
36985,3663182
36986,3663204
36987,3678006
36988,3694686
36989,3698257
36990,3712280
36991,3714489
36992,3720033
36993,3726562
36994,3743308
36995,3751303
36996,3751357
36997,3824090
36998,3824355
36999,3831400
37000,3833150
37001,3849031
37002,3856816
37003,3857614
37004,3858076
37005,3865753
37006,3867722
37007,3960951
37008,4001441
37009,4001857
37010,4012269
37011,4019269
37012,4025352
37013,4031222
37014,4031624
37015,4049308
37016,4053964
37017,4064021
37018,4093908
37019,4097289
37020,4101986
37021,4108363
37022,4116350
37023,4123462
37024,4143195
37025,4158202
37026,4159389
37027,4164787
37028,4166454
37029,4168432
37030,4177982
37031,4182403
37032,4186189
37033,4187843
37034,4188668
37035,4217776
37036,4261958
37037,5272995
37038,5275279
37039,5279064
37040,5292602
37041,5307102
37042,5315890
37043,5327074
37044,5332325
37045,5334087
37046,5336884
37047,5337268
37048,5341803
37049,5350466
37050,5383048
37051,5400613
37052,5533180
37053,5550185
37054,5578254
37055,5591815
37056,5599322
37057,5639390
37058,5647992
37059,5661703
37060,5665503
37061,5666047
37062,5679174
37063,6070375
37064,6315797
37065,6453257
37066,7225728
37067,7267358
37068,7321285
37069,7390248
37070,7398699
37071,7399053
37072,7421129
37073,7563123
37074,7688067
37075,7695089
37076,7744947
37077,7784378
37078,7883899
37079,7958577
37080,7996454
37081,8134349
37082,8224018
37083,8276678
37084,8283749
37085,8416183
37086,8464745
37087,8540719
37088,8806978
37089,9534410
37090,9668211
37091,10766402
37092,2643585
37093,2673527
37094,2675986
37095,2680831
37096,2681209
37097,2704075
37098,2723019
37099,2730731
37100,2733671
37101,2733934
37102,2756532
37103,2757639
37104,2758421
37105,2783202
37106,2788879
37107,2802098
37108,2817431
37109,2836059
37110,2843815
37111,2844082
37112,2853243
37113,2863225
37114,2870404
37115,2884126
37116,2891811
37117,2893408
37118,2911119
37119,2964904
37120,2980302
37121,2983924
37122,3021941
37123,3054277
37124,3076026
37125,3080256
37126,3080837
37127,3103948
37128,3156969
37129,3180871
37130,3183346
37131,3234025
37132,3572765
37133,3577835
37134,3588461
37135,3600148
37136,3609070
37137,3616228
37138,3616497
37139,3620935
37140,3621786
37141,3644236
37142,3651895
37143,3659994
37144,3680335
37145,3710408
37146,3723115
37147,3747328
37148,3771904
37149,3782162
37150,3789323
37151,3800501
37152,3820023
37153,3823829
37154,3831913
37155,3832321
37156,3849609
37157,3895010
37158,3936372
37159,3985419
37160,3992440
37161,3993622
37162,4018870
37163,4083396
37164,4087933
37165,4091227
37166,4096728
37167,4097295
37168,4148755
37169,4149226
37170,4158731
37171,4159209
37172,4164055
37173,4170599
37174,4177701
37175,4179414
37176,4182332
37177,4205105
37178,4256266
37179,5277063
37180,5280067
37181,5293564
37182,5293618
37183,5295764
37184,5314576
37185,5316177
37186,5348523
37187,5383016
37188,5383512
37189,5397780
37190,5406817
37191,5529633
37192,5567343
37193,5589120
37194,5614318
37195,5636043
37196,5637784
37197,5710783
37198,6136340
37199,6365037
37200,6365474
37201,7269230
37202,7269962
37203,7310314
37204,7326489
37205,7333707
37206,7380495
37207,7490926
37208,7607611
37209,7710763
37210,7729793
37211,7811592
37212,8158443
37213,8298781
37214,8324238
37215,8397697
37216,8406191
37217,8412849
37218,8505803
37219,8757425
37220,8881588
37221,9022423
37222,9070855
37223,9124549
37224,9182576
37225,9346906
37226,10275386
37227,10782075
37228,11373394
37229,2374
37230,4944
37231,2661216
37232,2680504
37233,2688247
37234,2689242
37235,2706392
37236,2723241
37237,2738556
37238,2741437
37239,2753620
37240,2757772
37241,2761114
37242,2764047
37243,2787944
37244,2801346
37245,2811566
37246,2811608
37247,2813449
37248,2815301
37249,2828972
37250,2836501
37251,2866557
37252,2868109
37253,2870095
37254,2873562
37255,2886573
37256,2887337
37257,2895377
37258,2904027
37259,2905722
37260,2911261
37261,2912646
37262,2919496
37263,2925668
37264,2929848
37265,2946848
37266,2947992
37267,2953641
37268,2955820
37269,3062269
37270,3062866
37271,3076689
37272,3086340
37273,3568706
37274,3587164
37275,3590582
37276,3605992
37277,3606250
37278,3606706
37279,3608538
37280,3613446
37281,3620496
37282,3625989
37283,3644047
37284,3644928
37285,3725226
37286,3745540
37287,3752215
37288,3756127
37289,3764413
37290,3764536
37291,3787229
37292,3818573
37293,3834419
37294,3845745
37295,3866152
37296,3874268
37297,3874626
37298,3889296
37299,3919856
37300,4001779
37301,4016846
37302,4069965
37303,4086447
37304,4092410
37305,4097348
37306,4098983
37307,4111442
37308,4137871
37309,4182928
37310,4183034
37311,4193702
37312,4195899
37313,4196612
37314,4208662
37315,4261591
37316,5280927
37317,5289693
37318,5289958
37319,5293447
37320,5294082
37321,5294170
37322,5316888
37323,5323809
37324,5327052
37325,5329690
37326,5329992
37327,5330360
37328,5337116
37329,5383004
37330,5384031
37331,5392214
37332,5406661
37333,5409852
37334,5533083
37335,5556265
37336,5564912
37337,5571508
37338,5571579
37339,5588769
37340,5601074
37341,5609697
37342,5611551
37343,5648460
37344,6313581
37345,6365261
37346,6391377
37347,7271278
37348,7300859
37349,7304197
37350,7307919
37351,7311899
37352,7339050
37353,7404405
37354,7412960
37355,7421320
37356,7427946
37357,7484483
37358,7491104
37359,7503610
37360,7593944
37361,7620578
37362,7645685
37363,7703481
37364,7745225
37365,7793563
37366,7834679
37367,7843571
37368,7893811
37369,7895182
37370,7951777
37371,7989954
37372,8007194
37373,8155609
37374,8224014
37375,8240123
37376,8326350
37377,8370978
37378,8673929
37379,8892544
37380,9831147
37381,10825404
37382,10836641
37383,10847623
37384,10865405
37385,4652
37386,2643128
37387,2650273
37388,2650772
37389,2656565
37390,2678225
37391,2678468
37392,2755849
37393,2788418
37394,2802804
37395,2836055
37396,2836560
37397,2846802
37398,2876863
37399,2879697
37400,2886493
37401,2888559
37402,2889755
37403,2892633
37404,2893407
37405,2910406
37406,2921563
37407,2931071
37408,2980534
37409,3053506
37410,3076641
37411,3084442
37412,3154453
37413,3170326
37414,3171301
37415,3171886
37416,3182196
37417,3190534
37418,3570325
37419,3615322
37420,3651571
37421,3678447
37422,3679282
37423,3679718
37424,3702611
37425,3711164
37426,3751966
37427,3772340
37428,3775348
37429,3777656
37430,3819856
37431,3851590
37432,3858532
37433,3966182
37434,4008742
37435,4017216
37436,4018841
37437,4048024
37438,4051068
37439,4081706
37440,4083317
37441,4098843
37442,4140686
37443,4157555
37444,4171982
37445,4175911
37446,4177996
37447,4178618
37448,4196113
37449,4257167
37450,5293578
37451,5300955
37452,5301669
37453,5310649
37454,5316617
37455,5317502
37456,5324255
37457,5328736
37458,5332973
37459,5336903
37460,5337159
37461,5340715
37462,5372034
37463,5383393
37464,5386757
37465,5388701
37466,5407492
37467,5415005
37468,5436663
37469,5533701
37470,5537254
37471,5567091
37472,5571796
37473,5588432
37474,5602655
37475,5637456
37476,5650568
37477,5654858
37478,5710729
37479,5823941
37480,5938320
37481,6063884
37482,6365795
37483,6398352
37484,7222715
37485,7228333
37486,7271373
37487,7271397
37488,7289189
37489,7300957
37490,7435357
37491,7441974
37492,7459831
37493,7539193
37494,7593511
37495,7664098
37496,7682642
37497,7694763
37498,7703550
37499,7760594
37500,7761615
37501,7800049
37502,7843007
37503,7847752
37504,7901506
37505,7916423
37506,7967659
37507,8023866
37508,8030728
37509,8033875
37510,8136649
37511,8279321
37512,8335465
37513,8345274
37514,8381471
37515,8392779
37516,8420917
37517,8480467
37518,8629700
37519,8867592
37520,9038366
37521,9186302
37522,9232196
37523,9273974
37524,9485887
37525,9632555
37526,11232682
37527,6716
37528,2639650
37529,2659688
37530,2662911
37531,2673292
37532,2682312
37533,2682335
37534,2688840
37535,2689228
37536,2708809
37537,2710075
37538,2716165
37539,2733791
37540,2735077
37541,2739540
37542,2773884
37543,2785768
37544,2795322
37545,2797814
37546,2812697
37547,2815391
37548,2825133
37549,2828886
37550,2834281
37551,2836308
37552,2838562
37553,2840768
37554,2844616
37555,2846026
37556,2847711
37557,2863290
37558,2868721
37559,2886565
37560,2892184
37561,2911152
37562,2918019
37563,2941295
37564,2941523
37565,2951461
37566,2951860
37567,2956572
37568,3021648
37569,3060685
37570,3062868
37571,3063369
37572,3074092
37573,3084187
37574,3116861
37575,3157337
37576,3157425
37577,3182717
37578,3188079
37579,3190594
37580,3582240
37581,3588682
37582,3618552
37583,3624133
37584,3649488
37585,3659459
37586,3698512
37587,3719898
37588,3719938
37589,3725458
37590,3751560
37591,3776512
37592,3786498
37593,3789980
37594,3818308
37595,3835011
37596,3838204
37597,3845516
37598,3851367
37599,3853356
37600,3878273
37601,3988404
37602,4016954
37603,4029851
37604,4029962
37605,4031473
37606,4042979
37607,4073947
37608,4099305
37609,4157411
37610,4159116
37611,4161519
37612,4188446
37613,4188509
37614,4189731
37615,4205248
37616,4215821
37617,4256791
37618,4904107
37619,4924659
37620,5275235
37621,5293985
37622,5308444
37623,5315337
37624,5316947
37625,5325138
37626,5329853
37627,5332362
37628,5336381
37629,5336944
37630,5337880
37631,5357191
37632,5368754
37633,5383169
37634,5386686
37635,5407387
37636,5535529
37637,5537248
37638,5543519
37639,5599923
37640,5615702
37641,5645262
37642,5647082
37643,5666368
37644,5678765
37645,5930329
37646,5938224
37647,6296126
37648,7225731
37649,7263840
37650,7264545
37651,7288177
37652,7299044
37653,7321530
37654,7331087
37655,7339092
37656,7359660
37657,7396931
37658,7432866
37659,7439922
37660,7470864
37661,7512673
37662,7530899
37663,7585226
37664,7624514
37665,7661723
37666,7703059
37667,7709701
37668,7727212
37669,7740797
37670,7814600
37671,7842601
37672,7870441
37673,7917061
37674,7954401
37675,7973459
37676,7986235
37677,8078487
37678,8181641
37679,8381086
37680,8678962
37681,8822248
37682,9155280
37683,9623835
37684,11291246
37685,2644922
37686,2650879
37687,2651224
37688,2663492
37689,2669955
37690,2680537
37691,2688766
37692,2703310
37693,2706406
37694,2710761
37695,2716073
37696,2738229
37697,2742454
37698,2758505
37699,2758520
37700,2760030
37701,2764951
37702,2769797
37703,2786203
37704,2811594
37705,2813400
37706,2815506
37707,2815790
37708,2842390
37709,2843480
37710,2865970
37711,2869549
37712,2895593
37713,2900083
37714,2900721
37715,2917275
37716,2926634
37717,2970429
37718,3035862
37719,3039160
37720,3054787
37721,3080315
37722,3092022
37723,3154255
37724,3172202
37725,3190454
37726,3230933
37727,3589414
37728,3596966
37729,3600444
37730,3608531
37731,3644007
37732,3644979
37733,3648767
37734,3661733
37735,3662545
37736,3694172
37737,3694915
37738,3714789
37739,3743006
37740,3744154
37741,3752140
37742,3780181
37743,3781887
37744,3782383
37745,3782689
37746,3787385
37747,3792270
37748,3829434
37749,3844543
37750,3865059
37751,3871155
37752,3891796
37753,4031000
37754,4073117
37755,4102589
37756,4144744
37757,4157865
37758,4172220
37759,4176160
37760,4179697
37761,4181701
37762,4185425
37763,4185700
37764,4195058
37765,5272251
37766,5286334
37767,5292118
37768,5294263
37769,5310922
37770,5319340
37771,5321744
37772,5337008
37773,5339669
37774,5421070
37775,5557411
37776,5558564
37777,5590528
37778,5615712
37779,5644804
37780,5702449
37781,6135880
37782,6136274
37783,6793287
37784,7288627
37785,7299013
37786,7300666
37787,7301357
37788,7311289
37789,7330880
37790,7356742
37791,7419348
37792,7461919
37793,7504065
37794,7522632
37795,7526669
37796,7529533
37797,7583625
37798,7642427
37799,7646304
37800,7659588
37801,7741172
37802,7749726
37803,7859912
37804,7902315
37805,7938890
37806,7940555
37807,7971176
37808,8045516
37809,8053129
37810,8054826
37811,8069674
37812,8083783
37813,8131280
37814,8283639
37815,8395295
37816,8426602
37817,9187142
37818,9209735
37819,10132051
37820,10227091
37821,2646845
37822,2646941
37823,2650152
37824,2650524
37825,2668355
37826,2675237
37827,2682276
37828,2708413
37829,2718839
37830,2723245
37831,2723253
37832,2736450
37833,2757602
37834,2759002
37835,2762360
37836,2785267
37837,2785516
37838,2786208
37839,2789426
37840,2811606
37841,2815887
37842,2818125
37843,2818153
37844,2835919
37845,2838514
37846,2843099
37847,2845784
37848,2846891
37849,2865099
37850,2875002
37851,2883478
37852,2893155
37853,2896295
37854,2896850
37855,2900952
37856,2911467
37857,2917221
37858,2952871
37859,2953061
37860,3037980
37861,3038972
37862,3084015
37863,3084616
37864,3087998
37865,3133864
37866,3157938
37867,3157979
37868,3158339
37869,3231259
37870,3232644
37871,3233957
37872,3572786
37873,3588480
37874,3590208
37875,3592302
37876,3596916
37877,3598849
37878,3615507
37879,3684499
37880,3701064
37881,3754856
37882,3932633
37883,4024640
37884,4032300
37885,4045125
37886,4078654
37887,4079964
37888,4080362
37889,4093763
37890,4106001
37891,4144827
37892,4153988
37893,4157707
37894,4166671
37895,4167539
37896,4169883
37897,4172018
37898,4184947
37899,4196780
37900,4256246
37901,4257138
37902,5283019
37903,5286184
37904,5293991
37905,5315803
37906,5317605
37907,5323412
37908,5325057
37909,5329064
37910,5336509
37911,5376565
37912,5404928
37913,5534365
37914,5564442
37915,5569655
37916,5570598
37917,5580727
37918,5592249
37919,5597813
37920,6027128
37921,6056950
37922,6315953
37923,6690118
37924,7265830
37925,7269551
37926,7291746
37927,7300543
37928,7300903
37929,7315829
37930,7321824
37931,7365679
37932,7416625
37933,7440290
37934,7498196
37935,7548189
37936,7626275
37937,7723892
37938,7724611
37939,7815251
37940,7858925
37941,7901790
37942,7913377
37943,7999386
37944,8026541
37945,8042273
37946,8201302
37947,8217422
37948,8275347
37949,8281950
37950,8381049
37951,8403992
37952,8569291
37953,8971598
37954,9307535
37955,10747046
37956,10988111
37957,11054482
37958,11241953
37959,11347417
37960,11783200
37961,9
37962,2681120
37963,2688569
37964,2689414
37965,2735486
37966,2736389
37967,2738627
37968,2758991
37969,2764337
37970,2766022
37971,2788477
37972,2802156
37973,2805019
37974,2805166
37975,2808097
37976,2811555
37977,2815739
37978,2825261
37979,2828465
37980,2842271
37981,2842744
37982,2846095
37983,2871732
37984,2876695
37985,2888948
37986,2905246
37987,2916259
37988,2969290
37989,2970463
37990,2974844
37991,2998951
37992,3033077
37993,3055437
37994,3064865
37995,3074247
37996,3076281
37997,3083851
37998,3153126
37999,3154653
38000,3154822
38001,3156403
38002,3170128
38003,3182641
38004,3571728
38005,3572528
38006,3605916
38007,3606729
38008,3613389
38009,3625225
38010,3654165
38011,3684652
38012,3702224
38013,3725217
38014,3743656
38015,3744750
38016,3769819
38017,3778236
38018,3787288
38019,3793794
38020,3823345
38021,3836864
38022,3845138
38023,3845915
38024,3852052
38025,3852337
38026,3858604
38027,3867997
38028,3872553
38029,3932568
38030,3971035
38031,4012223
38032,4025409
38033,4029699
38034,4031617
38035,4047684
38036,4047810
38037,4071092
38038,4071402
38039,4081626
38040,4092873
38041,4100459
38042,4100630
38043,4107593
38044,4158230
38045,4164607
38046,4171356
38047,4182277
38048,4184788
38049,4187934
38050,4204247
38051,4934232
38052,5277608
38053,5289998
38054,5294046
38055,5302216
38056,5312657
38057,5327203
38058,5327702
38059,5328629
38060,5329769
38061,5340383
38062,5359606
38063,5359672
38064,5372030
38065,5406741
38066,5419373
38067,5421343
38068,5534326
38069,5556592
38070,5570045
38071,5572273
38072,5601422
38073,5605448
38074,5643654
38075,5647974
38076,6365516
38077,7262403
38078,7262889
38079,7293820
38080,7321527
38081,7330983
38082,7333606
38083,7335678
38084,7350900
38085,7398695
38086,7426335
38087,7455406
38088,7488289
38089,7495050
38090,7531741
38091,7674366
38092,7815438
38093,7862532
38094,7874923
38095,7951323
38096,7979745
38097,8110153
38098,8158894
38099,8199005
38100,8222992
38101,8270586
38102,8307210
38103,8349443
38104,8365588
38105,8382576
38106,8417155
38107,8422533
38108,8597213
38109,9472526
38110,10204221
38111,10789822
38112,691
38113,2643000
38114,2670277
38115,2677147
38116,2688583
38117,2689471
38118,2703631
38119,2705671
38120,2705975
38121,2706022
38122,2708946
38123,2710575
38124,2739279
38125,2760468
38126,2785649
38127,2797738
38128,2813068
38129,2815341
38130,2818084
38131,2819284
38132,2842511
38133,2871463
38134,2892418
38135,2892694
38136,2895749
38137,2904724
38138,2920442
38139,2923795
38140,2946798
38141,2963414
38142,2984566
38143,3024763
38144,3057221
38145,3060621
38146,3071618
38147,3074000
38148,3074023
38149,3075631
38150,3080882
38151,3081499
38152,3082817
38153,3154374
38154,3182973
38155,3183533
38156,3185979
38157,3230248
38158,3575693
38159,3591690
38160,3597386
38161,3605025
38162,3606169
38163,3616784
38164,3624470
38165,3662549
38166,3663249
38167,3712863
38168,3714300
38169,3742247
38170,3749498
38171,3751531
38172,3751888
38173,3763808
38174,3778305
38175,3790953
38176,3837245
38177,3838833
38178,3842789
38179,3859861
38180,3864253
38181,3867881
38182,3890623
38183,3899825
38184,3930062
38185,3936967
38186,4000924
38187,4015012
38188,4015390
38189,4016452
38190,4020576
38191,4080515
38192,4082619
38193,4091621
38194,4096673
38195,4099890
38196,4153117
38197,4156944
38198,4167962
38199,4182296
38200,4188301
38201,4190266
38202,5283208
38203,5306190
38204,5307142
38205,5317444
38206,5330386
38207,5332365
