;Unnamed: 0.1;Unnamed: 0;coreid;idigbio:associatedsequences;idigbio:barcodeValue;dwc:basisOfRecord;dwc:bed;gbif:canonicalName;dwc:catalogNumber;dwc:class;dwc:collectionCode;dwc:collectionID;idigbio:collectionName;dwc:recordedBy;dwc:vernacularName;idigbio:commonnames;dwc:continent;dwc:coordinateUncertaintyInMeters;dwc:country;idigbio:isoCountryCode;dwc:county;dwc:datasetID;idigbio:eventDate;idigbio:dateModified;idigbio:dataQualityScore;dwc:earliestAgeOrLowestStage;dwc:earliestEonOrLowestEonothem;dwc:earliestEpochOrLowestSeries;dwc:earliestEraOrLowestErathem;dwc:earliestPeriodOrLowestSystem;idigbio:etag;dwc:eventDate;dwc:family;dwc:fieldNumber;idigbio:flags;dwc:formation;dwc:genus;dwc:geologicalContextID;idigbio:geoPoint;dwc:group;idigbio:hasImage;idigbio:hasMedia;dwc:higherClassification;dwc:highestBiostratigraphicZone;dwc:individualCount;dwc:infraspecificEpithet;dwc:institutionCode;dwc:institutionID;idigbio:institutionName;dwc:kingdom;dwc:latestAgeOrHighestStage;dwc:latestEonOrHighestEonothem;dwc:latestEpochOrHighestSeries;dwc:latestEraOrHighestErathem;dwc:latestPeriodOrHighestSystem;dwc:lithostratigraphicTerms;dwc:locality;dwc:lowestBiostratigraphicZone;dwc:maximumDepthInMeters;dwc:maximumElevationInMeters;idigbio:mediarecords;dwc:member;dwc:minimumDepthInMeters;dwc:minimumElevationInMeters;dwc:municipality;dwc:occurrenceID;dwc:order;dwc:phylum;idigbio:recordIds;dwc:recordNumber;idigbio:recordset;dwc:scientificName;dwc:specificEpithet;dwc:startDayOfYear;dwc:stateProvince;dwc:taxonID;dwc:taxonomicStatus;dwc:taxonRank;dwc:typeStatus;idigbio:uuid;dwc:verbatimEventDate;dwc:verbatimLocality;idigbio:version;dwc:waterBody
503297;596993;1165707;b8fc6253-95e9-4eac-97d5-fd1a6e733aca;;;preservedspecimen;;;ph00748300;polypodiopsida;;019a3280-a69f-4312-bb30-8556e270f1a5;;;;;asia;;indonesia;idn;;;;2023-01-11T02:53:09.347243+00:00;0.2608695652173913;;;;;;d4cb960f682a8321b14d79d37c8fc5aed126ff3c;;tectariaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;stenosemia;;;;True;True;plantae|tracheobionta|pteridophyta|polypodiopsida|polypodiales|tectariaceae;;;;ph;;;plantae;;;;;;;;;;;"[""3e17405e-c9b8-4812-8c67-6263965e099e""]";;;;;59d5d9f8-ea77-46d8-9d33-42579641a7f7;polypodiales;pteridophyta;"[""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\59d5d9f8-ea77-46d8-9d33-42579641a7f7"", ""urn:uuid:59d5d9f8-ea77-46d8-9d33-42579641a7f7"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\24621896""]";;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;stenosemia;;;east java;125427.0;;genus;;b8fc6253-95e9-4eac-97d5-fd1a6e733aca;;;;
503305;597005;1166118;bc0fccbd-77a0-453f-9cb4-03c3f3008df8;;;preservedspecimen;;;tenn-b-0017213;polytrichopsida;;71114e0e-7241-42da-9b87-80c4a0de5282;;l.j. brass;;;asia;;indonesia;idn;;;1939-01-28T00:00:00+00:00;2023-01-25T12:55:12.465679+00:00;0.3623188405797101;;;;;;953a5380e97ec00b684a799b5636549375b14058;1939-01;polytrichaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;dawsonia;;;;True;True;plantae|bryobiotina|bryophyta|polytrichopsida|polytrichales|polytrichaceae|dawsonia;;;;tenn;;;plantae;;;;;;;15 km sw of bernhard camp, idenburg river;;;;"[""7696974f-75b1-418d-9d86-e5b652e89c7a"", ""5125f8cc-59a9-4255-8b1f-2b84b54612b1""]";;;1800.0;;a8731f45-0487-44a9-a5fe-d650faa29412;polytrichales;bryophyta;"[""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\a8731f45-0487-44a9-a5fe-d650faa29412"", ""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\6424660""]";12286;e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb;dawsonia grandis;grandis;28.0;;223693.0;;species;;bc0fccbd-77a0-453f-9cb4-03c3f3008df8;;;;
503446;597180;1168651;59fdbed7-8ad1-40ee-900c-b1f8dec342d4;;;preservedspecimen;;;brit500373;;;fea81a47-2365-45cc-bef9-b6bbff7457e6;;j. a. j. verheijen;;;asia;;indonesia;idn;;;1975-04-11T00:00:00+00:00;2022-12-06T21:40:44.065507+00:00;0.3333333333333333;;;;;;841ffebc5d93c1014ffee253e1d91b05945d9cdb;1975-04-11;orchidaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;eria;;;;False;False;plantae|magnoliophyta|monocots|asparagales|orchidaceae;;;;brit;;;plantae;;;;;;;lesser sunda isl. flores.;;;;;;;;;a731b032-b66f-46a0-987b-98e7f02486c2;asparagales;magnoliophyta;"[""70abba3e-5f2a-4276-87f3-261706e24453\\27113529"", ""urn:uuid:a731b032-b66f-46a0-987b-98e7f02486c2"", ""70abba3e-5f2a-4276-87f3-261706e24453\\a731b032-b66f-46a0-987b-98e7f02486c2""]";4678;70abba3e-5f2a-4276-87f3-261706e24453;eria;;101.0;lesser sunda;169164.0;;genus;;59fdbed7-8ad1-40ee-900c-b1f8dec342d4;;;;
503465;597205;1168933;783e2a12-e1aa-4f0b-9a5b-1a4b275c21f3;;;preservedspecimen;;;cinc-b-0043811;jungermanniopsida;;b07db383-76ea-4924-8d81-17e490b09152;;verdoorn, fr.;;;asia;8780.0;indonesia;idn;;;1930-06-14T00:00:00+00:00;2023-01-11T03:56:09.533688+00:00;0.3768115942028985;;;;;;6f49a641b351f4e0e14ca42fb3eba6edd3015e0a;1930-06;calyculariaceae;;"[""geopoint_low_precision"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;calycularia;;"{""lat"": -6.78, ""lon"": 106.98}";;True;True;plantae|bryobiotina|marchantiophyta|fossombroniales|jungermanniopsida|pelliidae|calyculariaceae|calycularia;;;;cinc;;;plantae;;;;;;;java occ., res. priangan, g. gede, in decliv. orient. supra tijibodas;;;;"[""e1fd2cb1-2ad2-484a-b395-2b7d9e1ff3aa""]";;;1500.0;;30ee34b0-aa47-4bbb-aada-f86f53c6abd1;;marchantiophyta;"[""1701a75c-5a57-48c3-84c2-234a53f4c3e2\\30ee34b0-aa47-4bbb-aada-f86f53c6abd1"", ""1701a75c-5a57-48c3-84c2-234a53f4c3e2\\6132272""]";s.n.;1701a75c-5a57-48c3-84c2-234a53f4c3e2;calycularia radiculosa;radiculosa;165.0;;158367.0;;species;;783e2a12-e1aa-4f0b-9a5b-1a4b275c21f3;vi.1930;;;
503476;597216;1169444;31ba1cc0-db82-4680-9222-caf794fbb3ec;;;preservedspecimen;;;brit500860;;;fea81a47-2365-45cc-bef9-b6bbff7457e6;;j. a. j. verheijen;;;asia;;indonesia;idn;;;1968-03-25T00:00:00+00:00;2022-12-06T21:40:44.065507+00:00;0.3478260869565217;;;;;;22bb0498a39af7a8b7cc2ff567588bc73c7c7639;1968-03-25;apocynaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;alstonia;;;;False;False;plantae|magnoliophyta|eudicots|core eudicots|lamiids|asterids|gentianales|apocynaceae|alstonia;;;;brit;;;plantae;;;;;;;lesser sunda isl. roti isl.;;;;;;;;;c2a53bc5-758f-4039-9cfb-61767fd45455;gentianales;magnoliophyta;"[""70abba3e-5f2a-4276-87f3-261706e24453\\27585399"", ""urn:uuid:c2a53bc5-758f-4039-9cfb-61767fd45455"", ""70abba3e-5f2a-4276-87f3-261706e24453\\c2a53bc5-758f-4039-9cfb-61767fd45455""]";2410;70abba3e-5f2a-4276-87f3-261706e24453;alstonia spectabilis;spectabilis;85.0;lesser sunda;342070.0;;species;;31ba1cc0-db82-4680-9222-caf794fbb3ec;;;;
503486;597226;1169561;d0532aba-9265-48c2-8ee8-caca489f1142;;;preservedspecimen;;;000018610;;;b017884a-c5d7-11e4-b6af-00163e00498d;;miller, h.a.;;;asia;;indonesia;idn;irian jaya;;1992-08-20T00:00:00+00:00;2023-01-11T03:25:21.019346+00:00;0.3768115942028985;;;;;;87daae9e8b2754164c666faf23ffa99a06597f56;1992-08-20;asteliaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;astelia;;;;True;True;plantae|magnoliophyta|monocots|asparagales|asteliaceae;;;;mu;;;plantae;;;;;;;"west agawagon valley, slopes of grasberg; small meadow area with scattered small trees.";;;;"[""c72d2734-883e-4601-a209-bb868bf056c3""]";;;3660.0;;cbab6025-d16c-46bb-ba83-5328e726de69;asparagales;magnoliophyta;"[""7f497d81-4c7e-4e06-b166-a459968b14e3\\cbab6025-d16c-46bb-ba83-5328e726de69"", ""7f497d81-4c7e-4e06-b166-a459968b14e3\\29465384""]";23371;7f497d81-4c7e-4e06-b166-a459968b14e3;astelia;;233.0;west papua;73474.0;;genus;;d0532aba-9265-48c2-8ee8-caca489f1142;20 august 1992;;;
503488;597228;1169570;3db8d4c5-e738-4adc-9376-8822d7fafe3f;;;preservedspecimen;;;000017927;;;b017884a-c5d7-11e4-b6af-00163e00498d;;miller, h.a.;;;asia;;indonesia;idn;irian jaya;;1992-08-12T00:00:00+00:00;2023-01-11T03:25:21.019346+00:00;0.3768115942028985;;;;;;3a598860e5666ec08d118ae65d786a1044340761;1992-08-12;zingiberaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added""]";;;;;;True;True;plantae|magnoliophyta|monocots|commelinids|zingiberales;;;;mu;;;plantae;;;;;;;above tembagapura, tsinga trail and mine road;;;;"[""d5a4d4a3-5a16-4553-8c45-591deb220fb6""]";;;2830.0;;5defde1b-f519-44e4-a8f6-1e64f55025dd;zingiberales;magnoliophyta;"[""7f497d81-4c7e-4e06-b166-a459968b14e3\\5defde1b-f519-44e4-a8f6-1e64f55025dd"", ""7f497d81-4c7e-4e06-b166-a459968b14e3\\29915902""]";22578;7f497d81-4c7e-4e06-b166-a459968b14e3;zingiberaceae;;225.0;western new guinea;16677.0;;family;;3db8d4c5-e738-4adc-9376-8822d7fafe3f;12 august 1992;;;
503586;597372;1170960;ba9a636b-1107-45a0-a70b-fe305cce176a;;;preservedspecimen;;;;magnoliopsida;herbarium;cc54a5fd-2e20-4ea6-8871-b2af436d9de3;;"daniel potter; agus sujadi, et al.";;;asia;;indonesia;idn;south east sulawesi;;2009-08-04T00:00:00+00:00;2023-01-11T03:09:22.708996+00:00;0.4057971014492754;;;;;;3d9117c8d37824c205fc9b5ab3a2bd8e764948b8;2009-08-04;rosaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;prunus;;"{""lat"": -3.630556, ""lon"": 121.080556}";;False;False;organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|rosanae|rosales|rosaceae|prunus;;;;dav;;;plantae;;;;;;;indonesia. sulawesi island. south east sulawesi province: kolaka utara district. wawo subdistrict. tinukari village. mekongga mountainous range, patikala forest.;;;;;;;323.0;;0492da02-02bc-4940-9968-f1a9021552ef;rosales;tracheophyta;"[""b9ab58cf-785e-44a7-a873-1966e14a6715\\3927047"", ""b9ab58cf-785e-44a7-a873-1966e14a6715\\0492da02-02bc-4940-9968-f1a9021552ef"", ""urn:uuid:0492da02-02bc-4940-9968-f1a9021552ef""]";danp090804-12;b9ab58cf-785e-44a7-a873-1966e14a6715;prunus javanica;javanica;216.0;sulawesi;374587.0;;species;;ba9a636b-1107-45a0-a70b-fe305cce176a;4 aug 2009;;;
503775;597628;1172372;effe3cbe-44c7-4e81-b8de-62d50bc1f398;;;preservedspecimen;;;ph00767879;;;019a3280-a69f-4312-bb30-8556e270f1a5;;"veldkamp; h. p. nooteboom (leader), a. brader; j. mogea; r.a.a. oldeman; i.g.m. tantra; j.f. veldkamp; w.j.j.o. de wilde; h. wiriadinata";;;asia;;indonesia;idn;;;1983-04-02T00:00:00+00:00;2023-01-11T02:53:09.347243+00:00;0.3188405797101449;;;;;;87d0f052f4fc6a3979ba56ddb55ab5629c402a65;1983-04-02;clusiaceae;;"[""geopoint_datum_missing"", ""geopoint_low_precision"", ""rev_geocode_mismatch"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;garcinia;;"{""lat"": 13.833333, ""lon"": -1.25}";;False;False;plantae|magnoliophyta|eudicots|core eudicots|fabids|rosids|malpighiales|clusiaceae;;;;ph;;;plantae;;;;;;;bukit raya, batu badinging, kct 47 km;;;;;;;50.0;;583ea3be-69c8-46b1-b25b-0be863b03585;malpighiales;magnoliophyta;"[""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\29993962"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\583ea3be-69c8-46b1-b25b-0be863b03585""]";8529;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;garcinia;;92.0;;45155.0;;genus;;effe3cbe-44c7-4e81-b8de-62d50bc1f398;1983-4-2;;;
503837;597707;1172703;01e30177-6194-4c8a-b617-da8addeafe58;;;preservedspecimen;;;no0008652;;vascular plants;fe609977-5b39-49c5-905a-32ca83233244;;francis ramaley;;;asia;;indonesia;idn;;;1904-02-14T00:00:00+00:00;2023-01-11T02:29:15.335943+00:00;0.3333333333333333;;;;;;4911f6efae12360c886a770610e56531cb086519;1904-02;rubiaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;pavetta;;;;True;True;plantae|magnoliophyta|eudicots|core eudicots|lamiids|asterids|gentianales|rubiaceae|pavetta;;;;no;;;plantae;;;;;;;;;;;"[""59dd8f56-bf7d-44c2-8f86-12fd7103d591""]";;;;;2515e502-5906-4de4-ad8c-575a395aacd9;gentianales;magnoliophyta;"[""4523e216-ee13-4b15-a3f7-a6fd56431604\\11372360"", ""urn:uuid:2515e502-5906-4de4-ad8c-575a395aacd9"", ""4523e216-ee13-4b15-a3f7-a6fd56431604\\2515e502-5906-4de4-ad8c-575a395aacd9""]";s.n.;4523e216-ee13-4b15-a3f7-a6fd56431604;pavetta longipes;longipes;45.0;;347294.0;;species;;01e30177-6194-4c8a-b617-da8addeafe58;;;;
503852;597727;1172796;1005d04d-b2c6-4ed9-828f-e57c3f8d39ee;;;preservedspecimen;;;no0044409;;vascular plants;fe609977-5b39-49c5-905a-32ca83233244;;b. p. g. hochreutiner;;;asia;;indonesia;idn;;;1904-04-19T00:00:00+00:00;2023-01-11T02:29:15.335943+00:00;0.391304347826087;;;;;;8adc334f0e97c6ded6b594485816223b164dec8e;1904-04-19;orchidaceae;f491bb00-9f2a-44e6-a5e3-ea31b86838ce;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;phaius;;;;True;True;plantae|magnoliophyta|monocots|asparagales|orchidaceae|phaius;;;;no;;;plantae;;;;;;;java, mount gede, kandang badak;;;;"[""dc95a9b8-78b8-4c0b-93e9-bd194a2717c6""]";;;;;d1a0e8b7-cba9-450f-b6dc-14a2339d4057;asparagales;magnoliophyta;"[""4523e216-ee13-4b15-a3f7-a6fd56431604\\11449103"", ""4523e216-ee13-4b15-a3f7-a6fd56431604\\d1a0e8b7-cba9-450f-b6dc-14a2339d4057"", ""urn:uuid:d1a0e8b7-cba9-450f-b6dc-14a2339d4057""]";870;4523e216-ee13-4b15-a3f7-a6fd56431604;phaius callosus;callosus;110.0;provinsi jawa barat;347370.0;;species;;1005d04d-b2c6-4ed9-828f-e57c3f8d39ee;1904-4-19;;;
503992;597889;1173153;83162d95-4d69-4971-8c23-0f68aff37130;;;preservedspecimen;;;ph00760877;;;019a3280-a69f-4312-bb30-8556e270f1a5;;e.f. de vogel;;;asia;;indonesia;idn;;;1979-06-11T00:00:00+00:00;2023-01-11T02:53:09.347243+00:00;0.3333333333333333;;;;;;ef255f6bdc62f0194e08e80fffd8563c58f47ed0;1979-06-11;apocynaceae;;"[""geopoint_datum_missing"", ""geopoint_low_precision"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;alstonia;;"{""lat"": -2.516667, ""lon"": 121.35}";;True;True;plantae|magnoliophyta|eudicots|core eudicots|lamiids|asterids|gentianales|apocynaceae;;;;ph;;;plantae;;;;;;;sulawesi selatan, soraoko, s shore of lake matano;;;;"[""d929360d-69d5-44ee-8c83-7ae053ec945a""]";;;400.0;;151ff7e0-53f3-4f7c-9644-11bbbaf6932f;gentianales;magnoliophyta;"[""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\151ff7e0-53f3-4f7c-9644-11bbbaf6932f"", ""urn:uuid:151ff7e0-53f3-4f7c-9644-11bbbaf6932f"", ""65536dcd-7bb2-44e5-af3f-4a13f08e53d0\\24513038""]";5717;65536dcd-7bb2-44e5-af3f-4a13f08e53d0;alstonia;;162.0;sulawesi;71684.0;;genus;;83162d95-4d69-4971-8c23-0f68aff37130;;;;
504604;598640;1174744;53b499a5-90ce-43d1-a0b8-627df4f0eda1;;;preservedspecimen;;;101390988;;mo;http://biocol.org/urn:lsid:biocol.org:col:15859;;masahiro kato;;;asia;;indonesia;idn;;;1986-09-12;2022-12-07T01:19:24.255503+00:00;0.3188405797101449;;;;;;d2d17af09f432b967e8d26a0d4efd88ceb88ba09;;lindsaeaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""taxon_match_failed""]";;sphenomeris;;"{""lat"": -3.2333333, ""lon"": 128.45}";;True;True;;;1.0;;mo;;;plantae;;;;;;;w. seram: honitetu, kecamatan (district) kairatu.;;;460.0;"[""cc7db5d2-71bf-46bc-90a1-24656d0530a2""]";;;380.0;;urn:catalog:mo:tropicos:101390988;;;"[""5386d272-06c6-4027-b5d5-d588c2afe5e5\\urn:catalog:mo:tropicos:101390988""]";kato c-13896;5386d272-06c6-4027-b5d5-d588c2afe5e5;sphenomeris retusa (cav.) maxon;retusa;255.0;;50181494.0;;;;53b499a5-90ce-43d1-a0b8-627df4f0eda1;;;;
504693;598751;1174882;2efc4429-095c-48df-b9a2-78d3034ae0a0;;;preservedspecimen;;;000017453;;;b017884a-c5d7-11e4-b6af-00163e00498d;;miller, h.a.;;;asia;;indonesia;idn;irian jaya;;1991-01-25T00:00:00+00:00;2023-01-11T03:25:21.019346+00:00;0.3768115942028985;;;;;;8153e08eb1763dbcef6ff64313ddbe66e9ec4970;1991-01-25;asteliaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;astelia;;;;True;True;plantae|magnoliophyta|monocots|asparagales|asteliaceae;;;;mu;;;plantae;;;;;;;western sudirman range, carstensz mountains, valley east from ngga pulu peak, alpine meadow.;;;;"[""ee3bbf19-dfff-4239-9c9d-0449b5f163a4""]";;;3840.0;;aa1bc7a3-6c52-4557-9c84-400de0313f07;asparagales;magnoliophyta;"[""7f497d81-4c7e-4e06-b166-a459968b14e3\\aa1bc7a3-6c52-4557-9c84-400de0313f07"", ""7f497d81-4c7e-4e06-b166-a459968b14e3\\29465360""]";21505;7f497d81-4c7e-4e06-b166-a459968b14e3;astelia;;25.0;west papua;73474.0;;genus;;2efc4429-095c-48df-b9a2-78d3034ae0a0;25 january 1991;;;
504872;598947;1175262;355fe06a-6aeb-4b2e-8702-8fa746ebe0ba;;;preservedspecimen;;;;magnoliopsida;herbarium;cc54a5fd-2e20-4ea6-8871-b2af436d9de3;;"elizabeth a. widjaja; agus suyadi, hamzah";;;asia;;indonesia;idn;south sulawesi;;2010-11-02T00:00:00+00:00;2023-01-11T03:09:22.708996+00:00;0.4057971014492754;;;;;;0be3f37e9eb90dbe0876e619ca4fe17034f54c92;2010-11-02;apocynaceae;;"[""geopoint_datum_missing"", ""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;alyxia;;"{""lat"": -5.356333, ""lon"": 119.936444}";;False;False;organism|plantae|viridiplantae|streptophyta|embryophyta|tracheophyta|spermatophytina|magnoliopsida|asteranae|gentianales|apocynaceae|alyxia;;;;dav;;;plantae;;;;;;;indonesia. sulawesi, south sulawesi, gowa district, tompobulu subdistrict, cikoro village.;;;;;;;2868.0;;22e272d4-cba9-4b98-900d-b5195093d199;gentianales;tracheophyta;"[""b9ab58cf-785e-44a7-a873-1966e14a6715\\3927465"", ""urn:uuid:22e272d4-cba9-4b98-900d-b5195093d199"", ""b9ab58cf-785e-44a7-a873-1966e14a6715\\22e272d4-cba9-4b98-900d-b5195093d199""]";eaw9234;b9ab58cf-785e-44a7-a873-1966e14a6715;alyxia celebica;celebica;306.0;sulawesi;372591.0;;species;;355fe06a-6aeb-4b2e-8702-8fa746ebe0ba;2 nov 2010;;;
504935;599019;1175500;7ac3a2e7-ae88-4264-a1cb-96ea9f82fd3e;;;preservedspecimen;;;tenn-b-0094250;jungermanniopsida;;71114e0e-7241-42da-9b87-80c4a0de5282;;fr. verdoorn;;;asia;5834.0;indonesia;idn;west java;;1930-09-14T00:00:00+00:00;2023-01-11T01:00:38.034603+00:00;0.4492753623188406;;;;;;31e08514b72163c032584f3c7b8d3b36bfd5339b;1930-09;lejeuneaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added""]";;pycnolejeunea;;"{""lat"": -6.746918, ""lon"": 107.022619}";;True;True;plantae|bryobiotina|marchantiophyta|jungermanniopsida|jungermanniidae|porellales|lejeuneaceae|pycnolejeunea;;;;tenn;;;plantae;;;;;;;java occ., res. priangan, g. gede, in decliv. orient., in horto mont. tjibodas [cibodas botanical gardens?];;;;"[""971dffe6-d531-4c9d-95f5-4977b673859d""]";;;1420.0;;273b8166-22db-417e-ae2d-9956e3171152;porellales;marchantiophyta;"[""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\4452350"", ""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\273b8166-22db-417e-ae2d-9956e3171152"", ""urn:uuid:273b8166-22db-417e-ae2d-9956e3171152""]";437;e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb;pycnolejeunea angulistipa;angulistipa;257.0;java;192293.0;;species;;7ac3a2e7-ae88-4264-a1cb-96ea9f82fd3e;ix.1930;;;
504940;599024;1175552;8c769ad2-0637-47da-9e99-84b9b2ccb312;;;preservedspecimen;;;msc0279562;jungermanniopsida;;73c10d7b-b6ac-43ae-8d54-229d49c31a2f;;v. schiffner;;;asia;;indonesia;idn;;;1894-07-13T00:00:00+00:00;2023-01-11T03:52:16.600586+00:00;0.3768115942028985;;;;;;76fa7cc03554dcf3e169b642b5072c4fd7df0bbe;1894-07;schistochilaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;schistochila;;;;True;True;plantae|bryobiotina|marchantiophyta|jungermanniopsida|jungermanniidae|jungermanniales|schistochilaceae|schistochila;;;;msc;;;plantae;;;;;;;sumatra occ., res. sum. westk., g. singgaland;;;;"[""fc166660-cfd5-4283-bfb9-716fe114fd33""]";;;2200.0;;msc0279562;jungermanniales;marchantiophyta;"[""181352ea-3598-4f32-b919-c8f6097f4c65\\6043970"", ""181352ea-3598-4f32-b919-c8f6097f4c65\\msc0279562""]";s.n.;181352ea-3598-4f32-b919-c8f6097f4c65;schistochila aligera;aligera;194.0;;193732.0;;species;;8c769ad2-0637-47da-9e99-84b9b2ccb312;vii. 1894;;;
505105;599217;1176430;f2e2e842-916c-42d4-a9a2-aba1c2cd66aa;;;preservedspecimen;;;tenn-b-0094408;jungermanniopsida;;71114e0e-7241-42da-9b87-80c4a0de5282;;erik nyman;;;asia;31273.0;indonesia;idn;west java;;1898-01-14T00:00:00+00:00;2023-01-11T01:00:38.034603+00:00;0.4057971014492754;;;;;;34b9c2d2b47d6b23d5e3c0cea2139e3456c8553c;1898;radulaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;radula;;"{""lat"": -7.0209, ""lon"": 108.3489}";;True;True;plantae|bryobiotina|marchantiophyta|jungermanniopsida|jungermanniidae|porellales|radulaceae|radula;;;;tenn;;;plantae;;;;;;;tjibodas;;;;"[""41eb06cd-2b95-4465-b550-04083a0901aa""]";;;;;0bc087f9-262d-4f85-9780-5e8579a2b8ec;porellales;marchantiophyta;"[""urn:uuid:0bc087f9-262d-4f85-9780-5e8579a2b8ec"", ""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\4451736"", ""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb\\0bc087f9-262d-4f85-9780-5e8579a2b8ec""]";;e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb;radula protensa;protensa;14.0;java;168828.0;;species;;f2e2e842-916c-42d4-a9a2-aba1c2cd66aa;1898?;;;
505176;599297;1176838;8224ad52-8631-4dda-9eeb-bb3bf371c0f6;;;preservedspecimen;;;cinc-b-0039766;jungermanniopsida;;b07db383-76ea-4924-8d81-17e490b09152;;schiffner, v.;;;asia;;indonesia;idn;;;1894-07-14T00:00:00+00:00;2023-01-11T03:56:09.533688+00:00;0.4057971014492754;;;;;;a3541c1ff53e447c0c270db7c516645d6764d6f8;1894-07;lepidoziaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added""]";;lepidozia;;;;True;True;plantae|bryobiotina|marchantiophyta|jungermanniopsida|jungermanniidae|jungermanniales|lepidoziaceae|lepidozia;;;;cinc;;;plantae;;;;;;;sumatra occ., res. sum. westk., in m. singalang, in silv. primig. in decliv. orient.;;;;"[""96290a58-86f0-4d99-8379-44afd76b0e96"", ""f99f75b7-d426-4afc-b82b-27e35e95411f""]";;;2000.0;;b339620a-e7e7-4183-9605-fb9d30f1e461;jungermanniales;marchantiophyta;"[""1701a75c-5a57-48c3-84c2-234a53f4c3e2\\b339620a-e7e7-4183-9605-fb9d30f1e461"", ""1701a75c-5a57-48c3-84c2-234a53f4c3e2\\6081974""]";s.n.;1701a75c-5a57-48c3-84c2-234a53f4c3e2;lepidozia neesii;neesii;195.0;sumatra;186751.0;;species;;8224ad52-8631-4dda-9eeb-bb3bf371c0f6;vii.1894;;;
505210;599334;1177006;0b995fb6-837d-48a9-9ac2-db4e3630bf07;;;preservedspecimen;;;0085171mor;;brahms_82380;e36f3789-218d-4afd-abbf-ab3f9df0122f;;"murata, g; mogea; kato, m";;;asia;;indonesia;idn;;;1979-03-06T00:00:00+00:00;2023-01-11T03:25:56.619380+00:00;0.3623188405797101;;;;;;f209254dc0b32bf5afc15938f8040e48b7559d6b;1979-03-06;polygonaceae;;"[""idigbio_isocountrycode_added"", ""dwc_continent_added"", ""taxon_match_failed""]";;polygonum;;;;True;True;plantae|magnoliophyta|eudicots|core eudicots|caryophyllales|polygonaceae|polygonum;;;;mor;;;plantae;;;;;;;;;;;"[""0643d4d1-b902-4abf-96de-3aaf210b54a8""]";;;;;055f4f8e-a05f-47af-859c-22a03fb53326;caryophyllales;magnoliophyta;"[""14f8f83f-7a0c-458c-b6d5-6da7dc8eaa0a\\055f4f8e-a05f-47af-859c-22a03fb53326"", ""14f8f83f-7a0c-458c-b6d5-6da7dc8eaa0a\\11238492"", ""urn:uuid:055f4f8e-a05f-47af-859c-22a03fb53326""]";1969;14f8f83f-7a0c-458c-b6d5-6da7dc8eaa0a;polygonum molle;molle;65.0;west java;324466.0;;species;;0b995fb6-837d-48a9-9ac2-db4e3630bf07;3/6/1979;;;
