;idigbio_coreid;key_scientificName;gbif_key;gbif_scientificName;gbif_status;gbif_rank
1501;96fe5984-2ae5-4955-9ee4-e14e2c03285e;vitaceae juss.;;;;
1502;90c5450e-6264-497c-95c8-38b473711647;monimiaceae juss.;;;;
1505;0c74597b-66af-494b-8322-debceb0b832d;calanthe r. br.;;;;
1507;ceb3cc69-9e97-4333-879e-f51098a317a2;ficus septica burm. f.;;;;
1509;0624084e-73b1-45bb-85b4-78f8e4c63930;madhuca ham. ex j.f. gmel.;;;;
1511;ad541244-16b5-410e-9a45-f888b9400a4b;syzygium p. browne ex gaertn.;;;;
1512;bce366fb-7c37-468e-bbfe-0489fa483284;syzygium p. browne ex gaertn.;;;;
1513;e1efceba-dfbd-4053-863a-bbfad0e401ab;ardisia sanguinolenta wall. ex blume;;;;
1516;fae2e36c-4884-499b-8ccc-4a336acc58c0;monimiaceae juss.;;;;
1517;8bb8cf4e-5579-448f-b8a0-5861c5cc9eb2;primulaceae batsch;;;;
1519;8be7dbdb-9a3e-4d3f-a321-019fb2df291b;euphorbiaceae juss.;;;;
1520;78238f10-e7f6-4454-902b-5bcf470cf2cd;arcypteris irregularis (c. presl) ching;;;;
1521;de57b86a-bfaa-41d1-94a4-77c956e11df9;orchidaceae juss.;;;;
1525;abce4a60-1b67-4c5c-b5a5-50cd0294baf2;vernonia kabaensis j. kost.;;;;
1529;35e9ead1-38f5-4705-825c-81451711e974;colysis macrophylla (blume) c. presl;;;;
1530;d809bb36-629d-48b9-aa1d-1bfd354f7866;urtica longifolia burm. f.;;;;
1532;4a0f3d20-9ff9-43d0-b0c4-8c2b8fcefe60;rubiaceae juss.;;;;
1533;8534d3ec-f101-4251-9a28-4d77155cac3c;rubiaceae juss.;;;;
1534;e723c4fa-a1e4-439b-a2c2-6545eb056c0c;orchidaceae juss.;;;;
1535;721ea5df-ca47-4992-86a9-8bde4a729579;orchidaceae juss.;;;;
1536;529ea595-1999-41ee-8860-ef4bd1f3a256;helicia moluccana (r. br.) blume;;;;
1538;66328ef2-d666-458c-a3cd-d6cf54ad74ef;euphorbiaceae juss.;;;;
1541;8d47ecb8-6605-46e8-80d0-f67a4ed4c89b;syzygium p. browne ex gaertn.;;;;
1542;f5645d0f-115b-485e-8e45-4f58d8a0c074;leea indica (burm. f.) merr.;;;;
1543;28d1bf18-c2d3-4bb8-b0e4-86e7665a2cbd;leea indica (burm. f.) merr.;;;;
1547;b1a8e24c-75b4-463a-b5fc-4132b2329e76;winteraceae r. br. ex lindl.;;;;
1548;b29932ae-ab28-4452-9380-44f3a2017ba7;litsea garciae s. vidal;;;;
1550;3370c5d1-27fb-4555-82c5-d6274c6c60a5;microstylis koordersii j.j. sm.;;;;
1551;f620c6dd-94dc-4e6d-9206-a27e4218c391;glochidion j.r. forst. & g. forst.;;;;
1554;82041155-8397-4cba-8115-6ddcb7bcd55b;orchidaceae juss.;;;;
1555;50801682-b938-4403-8c5d-5d42fe453705;cucurbitaceae juss.;;;;
1556;cefe9446-62d1-428d-bb8b-659e16916cf1;orchidaceae juss.;;;;
1557;dc832272-0b13-4d49-bbfe-21f4d365a4b2;euodia j.r. forst. & g. forst.;;;;
1563;a678a2e6-8a2b-4da1-a4e3-4b7f9febf6f4;syzygium p. browne ex gaertn.;;;;
1566;9f9f620a-5c5a-4b27-ae8c-9c3a1ec1b216;syzygium p. browne ex gaertn.;;;;
1568;f0b1ad54-5a40-469e-9b14-a370df92becb;ficus septica burm. f.;;;;
1569;428b2d18-94f3-4b05-bbf4-b72664a36dd4;weda fragarioides welzen;;;;
1570;8893035f-a226-48b9-81cd-8e5f52b95942;orchidaceae juss.;;;;
1577;0b43c905-26f2-4f6c-bc59-8f00307ebec6;syzygium p. browne ex gaertn.;;;;
1578;fb6f1571-3f9f-4625-abb4-c3cefde47f17;syzygium p. browne ex gaertn.;;;;
1580;6c6e2f23-39f9-4d2c-8145-eea6d3ac6630;alyxia banks ex r. br.;;;;
