;id;species;varietas;family;penemu;referensi
945;K0302742;Cepa Silvestris;;Amaryllidaceae;Rumph;EISAI
946;K0200058;Cephaelis Acuminata;;Rubiaceae;(Benth)Karst;WHO Jilid 3
947;K0200057;Cephaelis Ipecacuanha;;Rubiaceae;(Brot)A.Rich;WHO Jilid 3
948;K0302120;Cephaelis Stipulacea;;Rubiaceae;Bi;EISAI
949;K0303190;Cephalostachyum Pergracile;;Poaceae;Munro;EISAI
950;K0300191;Cerathopyllum Demersum;;Ranunculaceae;L;EISAI
951;K0302891;Ceratolobus Concolor;;Arecaceae;Bi;EISAI
952;K0302892;Ceratolobus Hallierianus;;Arecaceae;Becc;EISAI
953;K0302008;Cerbera Manghas;;Apocynaceae;L;EISAI
954;K0300485;Cereus Peruvianus;;Caricaceae;Mill;EISAI
955;K0300696;Ceriops Tagal;;Rhizophoraceae;C.B Robins;EISAI
956;K0302324;Cestrum Aurantiacum ;;Solanaceae;Lindl;EISAI
957;K0302326;Cestrum Elegans ;;Solanaceae;Schlecht;EISAI
958;K0302327;Cestrum Nocturnum;;Solanaceae;L;EISAI
959;K0300954;Chaetocarpus Castaneicarpus;;Euphorbiaceae;Thwaltes;EISAI
960;K0303191;Chaetochloa Barbata;;Poaceae;Hitche & Chase;EISAI
961;K0301074;Chailletia Timoriensis;;Dichapetalaceae;;EISAI
962;K0200005;Chamomilla Recutita;;Asteraceae;(L)Rauschert;WHO Jilid 1
963;K0301573;Champereia Manillana;;Opiliaceae;Merr;EISAI
964;K0302121;Chasalia Chartacea;;Rubiaceae;Craib;EISAI
965;K0300325;Chenopodium Album;Var Amaranti Color Costw  Reynier;Chenopodiaceae;L ;EISAI
966;K0300326;Chenopodium Anbrosioides;;Chenopodiaceae;L;EISAI
967;K0300453;Chepalandra Indica;;Cucurbitaceae;Naud;EISAI
968;K0302009;Chilocarpus Denudatus;;Apocynaceae;Bi;EISAI
969;K0302010;Chilocarpus Spec;;Apocynaceae;Nova;EISAI
970;K0301976;Chionanthus Oblongifolia;;Oleacheae;K & V;EISAI
971;K0301977;Chionanthus Palembanica;;Oleacheae;Miq;EISAI
972;K0303093;Chionauthus Ghaeri;;Cyperaceae;;EISAI
973;K0301734;Chisocheton Macrophyllus;;Meliaceae;King;EISAI
974;K0301735;Chisocheton Paucijugas;;Meliaceae;Miq;EISAI
975;K0300261;Chloranthus Elatior;;Chloranthaceae;R.Br;EISAI
976;K0300260;Chloranthus Glaber;;Chloranthaceae;(Thunb) Makino;EISAI
977;K0300262;Chloranthus Inconspicuus;;Chloranthaceae;Sw;EISAI
978;K0300263;Chloranthus Officinalis;;Chloranthaceae;Bi;EISAI
979;K0300264;Chloranthus Spicatus;;Chloranthaceae;(Thunb)Makino;EISAI
980;K0303192;Chloris Babata;;Poaceae;Swartz;EISAI
981;K0303194;Chloris Devircata;;Poaceae;R.Br;EISAI
982;K0303193;Chloris Digitata;;Poaceae;Steud;EISAI
983;K0303195;Chloris Gayana;;Poaceae;Kunth;EISAI
984;K0303196;Chloris Pectinata;;Poaceae;Benth;EISAI
985;K0303197;Chloris Truncata;;Poaceae;Br;EISAI
986;K0303198;Chloris Virgata;;Poaceae;Swartz;EISAI
987;K0301645;Chloroxylon Swietenia;;Rutaceae;Dc;EISAI
988;K0302011;Chonemorpha Macrophylla;;Apocynaceae;Don;EISAI
989;K0302893;Chrysalidocarpus Lutescens;;Arecaceae;H.Wendl;EISAI
990;K0302253;Chrysanthemum Coronarium;;Asteraceae;L;EISAI
991;K0302254;Chrysanthemum Indicum;;Asteraceae;L;EISAI
992;K0302255;Chrysanthemum Leucanthemum;;Asteraceae;L;EISAI
993;K0302256;Chrysanthemum Morifolium;;Asteraceae;Ram;EISAI
994;K0301889;Chrysophyllum Bancanum;;Sapotaceae;Miq;EISAI
995;K0301890;Chrysophyllum Cainito;;Sapotaceae;L;EISAI
996;K0301891;Chrysophyllum Rhodoneurum;;Sapotaceae;Hassk;EISAI
997;K0303199;Chrysopogon Aciculatus;;Poaceae;(Retz)Trin;EISAI
998;K0100099;Cibotium Barometz;;Dicksoniaceae; (L.) J. Sm;dr.Setiawan Jilid 5
999;K0301244;Cicer Arietinum;;Papilionaceae;L;EISAI
1000;K0302257;Cichorium Endivia ;;Asteraceae;L;EISAI
1001;K0302258;Cichorium Intybus;;Asteraceae;L;EISAI
1002;K0200022;Cimicifuga Racemosa;;Ranunculaceae;(L)Nutt;WHO Jilid 2
1003;K0000059;Cinchona Calisaya;;Rubiaceae;Wedd.;MMI
1004;K0000060;Cinchona Ledgeriana;;Rubiaceae;(Howards) Moens;MMI
1005;K0000061;Cinchona Succirubra;;Rubiaceae;Pav.ex Klotzsch;MMI
1006;K0000069;Cinnamomum Burmani;;Lauraceae;Nees ex Bl;MMI
1007;K0300113;Cinnamomum Camphora;;Lauraceae ;Nees & Ebern;EISAI
1008;K0100109;Cinnamomum Cassia ;;Lauraceae;Presl Ex Bi;dr.Setiawan Jilid 6
1009;K0300114;Cinnamomum Culilawan;;Lauraceae ;Bi;EISAI
1010;K0300115;Cinnamomum Iners;;Lauraceae ;Reinw;EISAI
1011;K0300116;Cinnamomum Parthenoxylon;;Lauraceae ;Meissn;EISAI
1012;K0300117;Cinnamomum Reinwardtii;;Lauraceae ;Nees;EISAI
1013;K0200072;Cinnamomum Verum;;Lauraceae;J.S Presl;WHO Jilid 1
1014;K0300199;Cissampelos Pareira;;Menispermaceae ;L;EISAI
1015;K0301611;Cissus Adnata;;Vitaceae;Roxb;EISAI
1016;K0301612;Cissus Cinnamomea;;Vitaceae;Wall;EISAI
1017;K0301613;Cissus Compositifolia;;Vitaceae;;EISAI
1018;K0301614;Cissus Compressa;;Vitaceae;Backer;EISAI
1019;K0301615;Cissus Discolor;;Vitaceae;Bi;EISAI
1020;K0301617;Cissus Glaberrima;;Vitaceae;;EISAI
1021;K0301618;Cissus Hastata;;Vitaceae;;EISAI
1022;K0301619;Cissus Lanceolaria;;Vitaceae;;EISAI
1023;K0301620;Cissus Landuk;;Vitaceae;Hassk;EISAI
1024;K0301621;Cissus Lawsoni;;Vitaceae;;EISAI
1025;K0301622;Cissus Mollisima;;Vitaceae;;EISAI
1026;K0301623;Cissus Nodosa;;Vitaceae;Bi;EISAI
1027;K0301624;Cissus Papillosa;;Vitaceae;;EISAI
1028;K0301625;Cissus Polystachya;;Vitaceae;;EISAI
1029;K0301626;Cissus Quadrangularis;;Vitaceae;Miq;EISAI
1030;K0301627;Cissus Quadricornut;;Vitaceae;;EISAI
1031;K0301628;Cissus Repens;;Vitaceae;Lamk;EISAI
1032;K0302503;Citharexylum Quadrangulare;;Verbenaceae;Jacq;EISAI
1033;K0300454;Citrullus Colocynthis;;Cucurbitaceae;Schrad;EISAI
1034;K0100053;Citrullus Vulgaris ;;Cucurbitaceae;Schard;dr.Setiawan Jilid 3
1035;K0000040;Citrus Amblycarpa;;Rutaceae;(Hassk.) Ochse;MMI
1036;K0100023;Citrus Aurantifolia ;;Rutaceae;[Christm & Panz] Swingle;dr.Setiawan Jilid 2
1037;K0000041;Citrus Hystrix;;Rutaceae;DC;MMI
1038;K0301647;Citrus Limon;;Rutaceae;Burm;EISAI
1039;K0301646;Citrus Maxima;;Rutaceae;L;EISAI
1040;K0301643;Citrus Nobilis;;Rutaceae;Lour;EISAI
1041;K0301648;Citrus Retusa;;Rutaceae;Hort;EISAI
1042;K0301649;Citrus Sinensis;;Rutaceae;Osheck;EISAI
1043;K0301650;Citrus Swinglei;;Rutaceae;Burkill;EISAI
1044;K0300955;Claoxylon Indicum;;Euphorbiaceae;;EISAI
1045;K0300956;Claoxylon Longifolium;;Euphorbiaceae;Endl;EISAI
1046;K0300760;Clappertonia Ficifolia;;Tiliaceae;Decne;EISAI
1047;K0301651;Clausena Anisumolens;;Rutaceae;Merr;EISAI
1048;K0301652;Clausena Excavata;;Rutaceae;Burm.F;EISAI
1049;K0301653;Clausena Lansium;;Rutaceae;Skeels;EISAI
1050;K0300957;Cleidon Javanicum;;Euphorbiaceae;BI;EISAI
1051;K0300958;Cleistanthus Myrianthus;;Euphorbiaceae;Kurz;EISAI
1052;K0300189;Clematis Triloba;;Ranunculaceae;Heyne;EISAI
1053;K0300271;Cleome Aculeata;;Capparaceae;L;EISAI
1054;K0300272;Cleome Chelidonii;;Capparaceae;L;EISAI
1055;K0300273;Cleome Speciosa;;Capparaceae;;EISAI
1056;K0100098;Cleome Spinosa ;;Capparidaceae;L;dr.Setiawan Jilid 5
1057;K0000072;Cleome Viscosa;;Capparidaceae;L;MMI
1058;K0302504;Clerodendron Blumeanum;;Verbenaceae;Schan;EISAI
1059;K0302505;Clerodendron Deflexum;;Verbenaceae;Wall;EISAI
1060;K0302506;Clerodendron Fallax;;Verbenaceae;Lindl;EISAI
1061;K0302507;Clerodendron Incisum;;Verbenaceae;Klotzsch;EISAI
1062;K0100037;Clerodendron Indicum;;Verbenaceae; [L.] O. Ktje;dr.Setiawan Jilid 3
1063;K0302508;Clerodendron Inerme;;Verbenaceae;Gaertn;EISAI
1064;K0302509;Clerodendron Macrophyllum;;Verbenaceae;Bi;EISAI
1065;K0302510;Clerodendron Minahassae;;Verbenaceae; T & B;EISAI
1066;K0302511;Clerodendron Nutans;;Verbenaceae;Wall;EISAI
1067;K0100011;Clerodendron Serratum;;Verbenaceae;[L.] Spr;dr.Setiawan Jilid 1
1068;K0302512;Clerodendron Thomsonae;;Verbenaceae;;EISAI
1069;K0100069;Clerodendrum Calamitosum ;;Verbenaceae;L;dr.Setiawan Jilid 4
1070;K0100018;Clerodendrum Japonicum ;;Verbenaceae;[Thunb.] Sweet;dr.Setiawan Jilid 2
1071;K0300657;Clidemia Crenata;;Melastomataceae;Dc;EISAI
1072;K0302452;Clinacanthus Nutans;;Acanthaceae;Lindau;EISAI
1073;K0302679;Clinogyne Grandis;;Marantaceae;Benth;EISAI
1074;K0301245;Clitoria Cajanifolia;;Papilionaceae;Benth;EISAI
1075;K0000047;Clitoria Ternatea;;Papiolionaceae;L;MMI
1076;K0301246;Clotalaria Acicularis;;Papilionaceae;Ham;EISAI
1077;K0301247;Clotalaria Alata;;Papilionaceae;Ham;EISAI
1078;K0301248;Clotalaria Anagyroides;;Papilionaceae;H.B.K;EISAI
1079;K0301250;Clotalaria Ferruginea;;Papilionaceae;Grah;EISAI
1080;K0301249;Clotalaria Grandiflora;;Papilionaceae;Reinw;EISAI
1081;K0301251;Clotalaria Incana;;Papilionaceae;L;EISAI
1082;K0301252;Clotalaria Laburnifolia;;Papilionaceae;L;EISAI
1083;K0301253;Clotalaria Major ;;Papilionaceae;Rumph;EISAI
1084;K0301254;Clotalaria Polysperma;;Papilionaceae;Kotschy;EISAI
1085;K0301255;Clotalaria Quinquefolia;;Papilionaceae;L;EISAI
1086;K0301256;Clotalaria Striata;;Papilionaceae;Dc;EISAI
1087;K0301257;Clotalaria Usaramoensis;;Papilionaceae;Bak.F;EISAI
1088;K0301258;Clotalaria Valetonii;;Papilionaceae;Backer;EISAI
1089;K0301259;Clotalaria Verrucosa;;Papilionaceae;L;EISAI
1090;K0302419;Cloxinia Maculata;;Gesneriaceae;L herit;EISAI
1091;K0300729;Clusia Rosea;;Clusiaceae;Jack;EISAI
1092;K0301823;Cnestis Palala;;Connaraceae;;EISAI
1093;K0300200;Cocculus Bantamensisi;;Menispermaceae ;Bi;EISAI
1094;K0300414;Cochlospermum Gossypium;;Cochlospermaceae;L;EISAI
1095;K0100094;Cocos Nucifera;;Arecaceae; L;dr.Setiawan Jilid 5
1096;K0302894;Cocos Oleraceae;;Arecaceae;Mart;EISAI
1097;K0100100;Codiaeum Variegatum ;;Euphorbiaceae;[L.] Bl;dr.Setiawan Jilid 5
1098;K0303200;Coelachne Infirma;;Poaceae;Buese;EISAI
1099;K0302895;Coelococcus Amicarum;;Arecaceae;Warb;EISAI
1100;K0300835;Coelostegia Griffithii;;Bombacaceae;Benth;EISAI
1101;K0302122;Coffea Abeokutae;;Rubiaceae;Cramer;EISAI
1102;K0302123;Coffea Arabica;;Rubiaceae;L;EISAI
1103;K0302124;Coffea Densiflora;;Rubiaceae;Bi;EISAI
1104;K0302125;Coffea Excelsa;;Rubiaceae;A.Chev;EISAI
1105;K0302126;Coffea Liberica;;Rubiaceae;Bull;EISAI
1106;K0302127;Coffea Malayana;;Rubiaceae;Ridl;EISAI
1107;K0000048;Coffea Robusta;;Rubiaceae;Linden;MMI
1108;K0100090;Coix Lacryma-Jobi; Var. Ma-Yuen [Roman] Stapf;Poaceae; L.;dr.Setiawan Jilid 5
1109;K0000062;Cola Acuminata;;Sterculiaceae;Schott Et. Endl;MMI
1110;K0300806;Cola Nitida ;;Sterculiaceae;A.Chev;EISAI
1111;K0302717;Colacasia Gigantea;;Araceae ;Hook.F;EISAI
1112;K0300402;Colbertia Obovata;;Dilleniaceae;BI;EISAI
1113;K0302551;Coleus Parviflorus;;Lamiaceae;Benth;EISAI
1114;K0100081;Colocasia Esculenta ;;Araceae;[L.] Schott;dr.Setiawan Jilid 4
1115;K0301600;Colubrina Asiatica;;Rhamnaceae;Brogn;EISAI
1116;K0302761;Combilium;;Dioscoreaceae;Rumph;EISAI
1117;K0300697;Combretocarpus Motleyi;;Rhizophoraceae;Hook.F;EISAI
1118;K0300677;Combretum Arboreum;;Combretaceae;Miq;EISAI
1119;K0300678;Combretum Quadrangulare;;Combretaceae;Kurz;EISAI
1120;K0300679;Combretum Sundaicum;;Combretaceae;Miq;EISAI
1121;K0300680;Combretum Tetralophum;;Combretaceae;Clarke;EISAI
1122;K0302584;Commelina Benghalensis;;Commelinaceae;L;EISAI
1123;K0302585;Commelina Obliqua;;Commelinaceae;Ham;EISAI
1124;K0302586;Commelina Paleata;;Commelinaceae;Hassk;EISAI
1125;K0302587;Commelina Paleata;;Commelinaceae;Bi;EISAI
1126;K0300807;Commersonia Bartramia;;Sterculiaceae;Merr;EISAI
1127;K0200061;Commiphora Molmol;;Burseraceae;Engler;WHO Jilid 3
1128;K0200054;Commiphora Mukul;;Burseraceae;(Hook Ex Stocks)Engl;WHO Jilid 3
1129;K0302065;Concho Phyllum Imbricatum;;Asclepiadaceae;Bi;EISAI
1130;K0301797;Condondum Malaccense;;Anacaridaceae;Rumph;EISAI
1131;K0302513;Congea Griffithiana;;Verbenaceae;Munir;EISAI
1132;K0300064;Coniothalamus Sumatranus ;;Annonaceae;Miq;EISAI
1133;K0300065;Coniothalamus Tapis ;;Annonaceae;Miq;EISAI
1134;K0301824;Connarus Ellipticus;;Connaraceae;King;EISAI
1135;K0301457;Conocephalus Amboinensis;;Moraceae;Warb;EISAI
1136;K0301458;Conocephalus Nauclaiflorum;;Moraceae;Engl;EISAI
1137;K0302362;Convolvulus Parviflorus;;Convolvulaceae;Vahl;EISAI
1138;K0302363;Convolvulus Riparius Fem;;Convolvulaceae;Rumph;EISAI
1139;K0302896;Copernicia Cerifera;;Arecaceae;Mart;EISAI
1140;K0200006;Coptis Chinensis;;Ranunculaceae;Franch;WHO Jilid 1
1141;K0200007;Coptis Deltoides;;Ranunculaceae;C.Y Cheng Et Hsiao;WHO Jilid 1
1142;K0200008;Coptis Japonica;;Ranunculaceae;Makino;WHO Jilid 1
1143;K0302128;Coptosapelta Flavescens;;Rubiaceae;Korth;EISAI
1144;K0302129;Coptosapelta Griffithii;;Rubiaceae;Hook.F;EISAI
1145;K0300761;Corchorus Aestuans;;Tiliaceae;L;EISAI
1146;K0300762;Corchorus Capsularis;;Tiliaceae;L;EISAI
1147;K0300763;Corchorus Olitorius;;Tiliaceae;L;EISAI
1148;K0302314;Cordia Cylindroslachya;;Boraginaceae;R Et S;EISAI
1149;K0300782;Cordia Dubiosa;;Elaeocarpaceae;BI;EISAI
1150;K0302315;Cordia Fragrantissima;;Boraginaceae;Kurz;EISAI
1151;K0302311;Cordia Obliqua;;Boraginaceae;Willd;EISAI
1152;K0302316;Cordia Subcordata;;Boraginaceae;Lamk;EISAI
1153;K0100061;Cordyline Fruticosa;;Liliaceae; [L.] Cheval;dr.Setiawan Jilid 4
1154;K0000063;Coriandrum Sativum;;Apiaceae;L;MMI
1155;K0302066;Corona Ariadneslutea;;Asclepiadaceae;Punicea;EISAI
1156;K0302067;Corona Ariadneslutea;;Asclepiadaceae;Rumph;EISAI
1157;K0302130;Corynanthe Johimbe;;Rubiaceae;Schum;EISAI
1158;K0302897;Corypha Elata;;Arecaceae;Roxb;EISAI
1159;K0302898;Corypha Licuala;;Arecaceae;Lamk;EISAI
1160;K0302899;Corypha Rotundifolia;;Arecaceae;Lamk;EISAI
1161;K0300202;Coscinium Blumeanum;;Menispermaceae ;Miers;EISAI
1162;K0300203;Coscinium Fenestratum;;Menispermaceae ;Colebr;EISAI
1163;K0302260;Cosmos Calous;;Asteraceae;Shrif;EISAI
1164;K0302261;Cosmos Caudatus;;Asteraceae;H.B.K;EISAI
1165;K0302629;Costus Lucanusianus;;Zingiberaceae;J.Braun & K.Schum;EISAI
1166;K0302630;Costus Malortieanus;;Zingiberaceae;Wendls;EISAI
1167;K0000049;Costus Speciosus;;Zingiberaceae;(Koenig) J.E Smith;MMI
1168;K0300643;Couroupita Guianensis;;Lecythidaceae;Aubl;EISAI
1169;K0301459;Covellia Subopposita;;Moraceae;Miq;EISAI
1170;K0200024;Crataegus Laevigata;;Rosaceae;(Poir)Dc;WHO Jilid 2
1171;K0200023;Crataegus Monogyna;;Rosaceae;Jacq(Lindm);WHO Jilid 2
1172;K0300274;Crataeva Magna;;Capparaceae;Hassk;EISAI
1173;K0300705;Cratoxylon Arborescens;;Hypericaceae;Bi;EISAI
1174;K0300706;Cratoxylon Celebicum;;Hypericaceae;Bi;EISAI
1175;K0300708;Cratoxylon Chocin Chinenses;;Hypericaceae;;EISAI
1176;K0300707;Cratoxylon Clandestinum;;Hypericaceae;Bi;EISAI
1177;K0300709;Cratoxylon Cuneatum;;Hypericaceae;Bi;EISAI
1178;K0300710;Cratoxylon Glaucum;;Hypericaceae;Korth;EISAI
1179;K0300711;Cratoxylon Ligustrinum;;Hypericaceae;Bi;EISAI
1180;K0300712;Cratoxylon Maingayi;;Hypericaceae;Dyer;EISAI
1181;K0300713;Cratoxylon Polyanthum;;Hypericaceae;Korth;EISAI
1182;K0300714;Cratoxylon Racemosum;;Hypericaceae;Bi;EISAI
1183;K0302429;Crescentia Cujete;;Bignoniaceae;L;EISAI
1184;K0302743;Crinum Asiaticum;;Amaryllidaceae;L;EISAI
1185;K0302744;Crinum Bulbispermum;;Amaryllidaceae;(Burm)Milne-Redhead & Schn;EISAI
1186;K0302745;Crinum Giganteum;;Amaryllidaceae;Andr;EISAI
1187;K0302746;Crinum Latifolium;;Amaryllidaceae;L;EISAI
1188;K0302747;Crinum Powellii;;Amaryllidaceae;Hort;EISAI
1189;K0302755;Crocosimia Crososmiflora;;Iridaceae;N.E.Br;EISAI
1190;K0200051;Crocus Sativus;;Iridaceae;L;WHO Jilid 3
1191;K0302455;Crossandra Infundibullformis;;Acanthaceae;Nees;EISAI
1192;K0300959;Croton Argyratus;;Euphorbiaceae;Bi;EISAI
1193;K0300964;Croton Birtus;;Euphorbiaceae;;EISAI
1194;K0300960;Croton Bonplandianus;;Euphorbiaceae;Baill;EISAI
1195;K0300961;Croton Cumingli;;Euphorbiaceae;Muell.Arg;EISAI
1196;K0300962;Croton Griffithii;;Euphorbiaceae;Hook.F;EISAI
1197;K0300963;Croton Heteropetalum;;Euphorbiaceae;Ster;EISAI
1198;K0300965;Croton Tiglium;;Euphorbiaceae;L;EISAI
1199;K0302397;Cruata Ollae Major;;Scrophulariaceae;Rumph;EISAI
1200;K0300364;Crypteronia Paniculata;;Crypteroniaceae;BI;EISAI
1201;K0300118;Cryptocarya Crassinervia;;Lauraceae ;Miq;EISAI
1202;K0300119;Cryptocarya Ferrea;;Lauraceae ;Bi;EISAI
1203;K0300120;Cryptocarya Glaucescens;;Lauraceae ;R.Br;EISAI
1204;K0300121;Cryptocarya Griffithiana;;Lauraceae ;Wight;EISAI
1205;K0300122;Cryptocarya Tomentosa;;Lauraceae ;Bi;EISAI
1206;K0302068;Cryptostegia Grandiflora;;Asclepiadaceae;R.Br;EISAI
1207;K0301057;Crysobalanus Icaco;;Rosaceae;L;EISAI
1208;K0300455;Cucumis Melo;;Cucurbitaceae;L;EISAI
1209;K0300456;Cucumis Murinus Ruber;;Cucurbitaceae;Rump;EISAI
1210;K0300457;Cucumis Murinus Viridis;;Cucurbitaceae;Rumph;EISAI
1211;K0000050;Cucumis Sativus;;Cucurbitaceae;L;MMI
1212;K0000042;Cucurbita Moschata;;Cucurbitaceae;(Duch.) Poir;MMI
1213;K0301460;Cudrania Cochinchinensis;;Moraceae;Kudo & Masamune;EISAI
1214;K0300580;Cujavillus ;;Myrtaceae;Rumph;EISAI
1215;K0000065;Cuminum Cyminum;;Apiaceae;L;MMI
1216;K0301759;Cupania Lessertiana;;Sapindaceae;Camb;EISAI
1217;K0300359;Cuphea Ignea;;Lythraceae;A.Dc;EISAI
1218;K0300016;Cupressus Funebris ;;cupressaceae;Endl;EISAI
1219;K0302398;Curanga Fel Terrae;;Scrophulariaceae;Merr;EISAI
1220;K0303049;Curculigo Capitulata;;Hypoxidaceae;Kuntze;EISAI
1221;K0303050;Curculigo Latifolia;;Hypoxidaceae;Dryand;EISAI
1222;K0000066;Curcuma Aeruginosa;;Zingiberaceae;Roxb;MMI
1223;K0302631;Curcuma Agrestis;;Zingiberaceae;Rumph;EISAI
1224;K0302632;Curcuma Aurantiaca;;Zingiberaceae;Van Zijp;EISAI
1225;K0302633;Curcuma Colorata;;Zingiberaceae;Valeton;EISAI
1226;K0302634;Curcuma Euchroma;;Zingiberaceae;Val;EISAI
1227;K0000051;Curcuma Heyneana;;Zingiberaceae;Valeton & V. Zijp;MMI
1228;K0302635;Curcuma Mangga;;Zingiberaceae;Val & V.Zijp;EISAI
1229;K0302636;Curcuma Purpurascense;;Zingiberaceae;Bi;EISAI
1230;K0302637;Curcuma Soloensis;;Zingiberaceae;Val;EISAI
1231;K0000058;Curcuma Xanthorrhiza;;Zingiberaceae;Roxb;MMI
1232;K0100058;Curcuma Zedoaria ;;Zingiberaceae;[Berg.] Rosc;dr.Setiawan Jilid 3
1233;K0302364;Cuscuta Australis;;Convolvulaceae;R.Br;EISAI
1234;K0301260;Cyamopsis Tetragonoloba;;Papilionaceae;Taub;EISAI
1235;K0300123;Cyanodaphne Cuneatae;;Lauraceae ;Bi;EISAI
1236;K0300050;Cyathochalyx Bancanus;;Annonaceae;Boerl;EISAI
1237;K0300051;Cyathochalyx Marginalis;;Annonaceae;Scheff;EISAI
1238;K0300053;Cyathochalyx Ramuliflorus;;Annonaceae;Maing;EISAI
1239;K0300054;Cyathochalyx Sumateranus;;Annonaceae;Scheff;EISAI
1240;K0300001;Cycas Circinalis;;Cycadaceae;L;EISAI
1241;K0100079;Cycas Revoluta ;;Cycadaceae;Thunb;dr.Setiawan Jilid 4
1242;K0300002;Cycas Siamensis;;Cycadaceae;Miq;EISAI
1243;K0300204;Cycle Laxiflora;;Menispermaceae ;Miers;EISAI
1244;K0000052;Cyclea Barbata;;Menispermaceae;Miers;MMI
1245;K0301418;Cyclostemon Cuspidatum;;Ulmaceae;Bi;EISAI
1246;K0300966;Cyclostemon Longifolius;;Euphorbiaceae;BI;EISAI
1247;K0300967;Cyclostemon Macrophyllus;;Euphorbiaceae;BI;EISAI
1248;K0300162;Cycocarpus  Americanus;;Lauraceae ;Jacq;EISAI
1249;K0300124;Cylicodaphne Abtudifolia;;Lauraceae ;Bi;EISAI
1250;K0300125;Cylicodaphne Sebifera;;Lauraceae ;;EISAI
1251;K0303142;Cymbopogon Martini;;Poaceae;Roxb;EISAI
1252;K0000053;Cymbopogon Nardus;;Poaceae;(L.) Rendle;MMI
1253;K0302069;Cynanchum Laeve;;Asclepiadaceae;K.Schum;EISAI
1254;K0303201;Cynodon Arcuratus;;Poaceae;Presl;EISAI
1255;K0303202;Cynodon Transvalensia;;Poaceae;Davv;EISAI
1256;K0301125;Cynometra Cauliflora;;Caesalpiniaceae;L;EISAI
1257;K0301126;Cynometra Inaequalifolia;;Caesalpiniaceae;Cray;EISAI
1258;K0301127;Cynometra Ramiflora;;Caesalpiniaceae;L;EISAI
1259;K0303068;Cyperipedium Concolor;;Orchidaceae ;Par & Batem;EISAI
1260;K0303094;Cyperus Cyperoides;;Cyperaceae;(L)O.Kuntze;EISAI
1261;K0303095;Cyperus Dulcis;;Cyperaceae;Rumph;EISAI
1262;K0303096;Cyperus Elatus;;Cyperaceae;L;EISAI
1263;K0303097;Cyperus Exaltatus;;Cyperaceae;Retz;EISAI
1264;K0303204;Cyperus Littoreus;;Poaceae;Rumph;EISAI
1265;K0303098;Cyperus Longus;;Cyperaceae;Rumph;EISAI
1266;K0303099;Cyperus Malaccennsis;;Cyperaceae;Lamk;EISAI
1267;K0303100;Cyperus Monocephalus;;Cyperaceae;Valck.Sur;EISAI
1268;K0303101;Cyperus Papyrus;;Cyperaceae;L;EISAI
1269;K0303102;Cyperus Procerus;;Cyperaceae;Rottb;EISAI
1270;K0000064;Cyperus Rotundus;;Cyperaceae;L;MMI
1271;K0302328;Cyphomandra Betacea;;Solanaceae;Sendtn;EISAI
1272;K0302414;Cyrtandra Decurrens;;Gesneriaceae;De Vr;EISAI
1273;K0302415;Cyrtandra Pendula;;Gesneriaceae;Bi;EISAI
1274;K0302456;Cyrtanthera Carnea;;Acanthaceae;(Lindl)Bremek;EISAI
1275;K0302718;Cyrto Sperma Lasiodes;;Araceae ;Griff;EISAI
1276;K0302013;Cyrtosiphonia Madurensis;;Apocynaceae; T & W;EISAI
1277;K0302900;Cyrtostachys Lakka;;Arecaceae;Becc;EISAI
1278;K0301261;Cytisus Palmensis;;Papilionaceae;Hutch;EISAI
1279;K0301761;Dabanus Mas;;Sapindaceae;Rumph;EISAI
1280;K0300006;Dacrydium Elatum;;Podocarpaceae;Wall;EISAI
1281;K0303205;Dactylis Glomerata;;Poaceae;L;EISAI
1282;K0303203;Dactyloctenium Aegyptium;;Poaceae;(L)Richt;EISAI
1283;K0303206;Dactyloctenium Verticillatum;;Poaceae;Backer;EISAI
1284;K0302457;Daedalacanthus Viscidum;;Acanthaceae;Anders;EISAI
1285;K0302070;Daemia Extensa;;Asclepiadaceae;R.Br;EISAI
1286;K0302902;Daemonorops Angustifolius;;Arecaceae;Mart;EISAI
1287;K0302903;Daemonorops Callaparius;;Arecaceae;Bi;EISAI
1288;K0302904;Daemonorops Didymophyllus;;Arecaceae;Becc;EISAI
1289;K0302901;Daemonorops Draco;;Arecaceae;Auct;EISAI
1290;K0302905;Daemonorops Draconcellus;;Arecaceae;Becc;EISAI
1291;K0302906;Daemonorops Fissus;;Arecaceae;Bi;EISAI
1292;K0302907;Daemonorops Geniculatus;;Arecaceae;Mart ;EISAI
1293;K0302908;Daemonorops Grandis;;Arecaceae;Mart ;EISAI
1294;K0302909;Daemonorops Hirsutus;;Arecaceae;Bi;EISAI
1295;K0302910;Daemonorops Lamprolepis;;Arecaceae;Becc;EISAI
1296;K0302911;Daemonorops Micracanthus;;Arecaceae;Becc;EISAI
1297;K0302912;Daemonorops Mirabilis;;Arecaceae;Mart;EISAI
1298;K0302913;Daemonorops Niger;;Arecaceae;Bi;EISAI
1299;K0302914;Daemonorops Palembanicus;;Arecaceae;Bi;EISAI
1300;K0302915;Daemonorops Robustus;;Arecaceae;Warb;EISAI
1301;K0302918;Daemonorops Spec;;Arecaceae;;EISAI
1302;K0302916;Daemonorops Trichrous;;Arecaceae;Miq;EISAI
1303;K0302917;Daemonorops Verticillaris;;Arecaceae;Mart;EISAI
1304;K0301262;Dalbergia Balansae;;Papilionaceae;Prain;EISAI
